,input,label,llm_label,rationale
4454,"What can happen when kissing outside?
Answer Choices:
(a) herpes
(b) sexual stimulation
(c) catch cold
(d) outburst
(e) get cold",get cold,catch cold,"The answer must be something that can happen when kissing outside. Of the above choices, only catching a cold can happen when kissing outside."
4455,"If a person is looking at houses, what is their end goal?
Answer Choices:
(a) own property
(b) cross street
(c) bring home
(d) will succeed
(e) mortgage",own property,own property,"The answer must be the end goal of someone looking at houses. Of the above choices, only owning property is the end goal of someone looking at houses."
4456,"He made another call, he did this all day hoping people would what well to his offer?
Answer Choices:
(a) hang up
(b) respond
(c) contact
(d) answer
(e) attracting ducks",respond,respond,"The answer must be something that people would do to his offer. Of the above choices, only respond makes sense."
4457,"What could other people be doing if someone is snoring?
Answer Choices:
(a) loud noise
(b) leave room
(c) sleep disorders
(d) complaining
(e) death",complaining,leave room,"The answer must be something that people do when someone is snoring. Of the above choices, only leave room makes sense."
4458,"Where might a large dog live?
Answer Choices:
(a) guard house
(b) shake hands
(c) drink water
(d) come home
(e) small house",guard house,small house,"The answer must be a place where a large dog might live. Of the above choices, only small house makes sense."
4459,"The wood became fossilized, what did the paleontologists call it when they found ti?
Answer Choices:
(a) sanded
(b) composted
(c) warp
(d) hardened
(e) petrify",petrify,petrify,"The answer must be a word that describes what happens to wood when it becomes fossilized. Of the above choices, only petrified describes what happens to wood when it becomes fossilized."
4460,"Where would you get a dog if you do not have one?
Answer Choices:
(a) pet store
(b) outside
(c) neighbor's house
(d) park
(e) rug",pet store,pet store,"The answer must be a place where you can get a dog. Of the above choices, only pet stores sell dogs."
4461,"The tourists saw what they thought was a statue, but they soon discovered it was performance art went it began what?
Answer Choices:
(a) growing mold
(b) moving
(c) accent garden
(d) green
(e) painting",moving,moving,"The answer must be something that a statue would not do. Of the above choices, only moving is something that a statue would not do."
4462,"What might someone be starting a fire to achieve?
Answer Choices:
(a) burns
(b) going to jail
(c) haircut
(d) warmth
(e) go to jail",warmth,warmth,"The answer must be something that can be achieved by starting a fire. Of the above choices, only warmth can be achieved by starting a fire."
4463,"The condominium has public recreational areas, what was the purpose of these?
Answer Choices:
(a) park cars
(b) complex
(c) florida
(d) washington
(e) community",community,community,"The answer must be the purpose of public recreational areas. Of the above choices, only community is the purpose of public recreational areas."
4464,"James spent a lot of time walking long distances.   He walked not because he liked it, it made his feet sore, nut because it was his only means of what?
Answer Choices:
(a) lose weight
(b) moving forward
(c) blisters
(d) locomotion
(e) meditation",locomotion,moving forward,"The answer must be something that James did not like, but did anyway. Of the above choices, only moving forward is something that James did not like, but did anyway."
4465,"Where is the ticket booth often outside the building?
Answer Choices:
(a) train station
(b) stadium
(c) auditorium
(d) subway
(e) venue",auditorium,venue,"The answer must be a place with a ticket booth. Of the above choices, only train station, stadium, auditorium, subway, and venue have ticket booths."
4466,"The interior designer didn't like the office just yet, so she tried putting a colorful rug under the computer what?
Answer Choices:
(a) table
(b) sofa
(c) desk
(d) bedroom
(e) living room",desk,desk,"The answer must be something that can hold a computer. Of the above choices, only a desk can hold a computer."
4467,"The salesperson had to be especially good with children, he did work where after all?
Answer Choices:
(a) closing deal
(b) bookstore
(c) toy store
(d) shop
(e) restaurant",toy store,toy store,"The answer must be a place where a salesperson would have to be good with children. Of the above choices, only toy store makes sense."
4468,"When an inventory gets to see idea become reality they will gather their friends together to what?
Answer Choices:
(a) pride
(b) gratification
(c) gamble
(d) feeling of accomplishment
(e) celebrate",celebrate,feeling of accomplishment,"The answer should be the feeling of someone who sees their idea become reality. Of the above choices, the closest feeling is feeling of accomplishment."
4469,"The office needed new computers, but it would be quite what to upgrade?
Answer Choices:
(a) expensive
(b) dumb
(c) fun
(d) fast
(e) do work",expensive,expensive,"The answer must be something that describes the cost of upgrading computers. Of the above choices, only expensive describes the cost of upgrading computers."
4470,"The person was looking for the bus arrival time, what did he do with the station schedule?
Answer Choices:
(a) read text
(b) cross street
(c) enjoy learning
(d) throw away
(e) play dumb",read text,read text,"The answer must be something that a person does with a station schedule. Of the above choices, only reading the text makes sense."
4471,"Where are mine's typically located under?
Answer Choices:
(a) pennsylvania
(b) desert
(c) valley
(d) cambodia
(e) mountain",mountain,mountain,"The answer must be a place where mines are located. Of the above choices, only mountains have mines."
4472,"What is a good result of losing weight?
Answer Choices:
(a) increased energy
(b) healthier
(c) loose skin
(d) beauty
(e) death",healthier,increased energy or,"The answer must be a good result of losing weight. Of the above choices, only increased energy and healthier are good results of losing weight."
4473,"The roadway had fallen into disrepair, the citizens took their complaints to the where?
Answer Choices:
(a) neighborhood
(b) city
(c) govenor
(d) subdivision
(e) countryside",city,city,"The answer must be the place where citizens take their complaints. Of the above choices, only city makes sense."
4474,"What can large amounts of water do over long periods of time?
Answer Choices:
(a) room temperature
(b) thin blood
(c) make parks
(d) take several forms
(e) move mountains",move mountains,move mountains,"The answer must be something that large amounts of water can do over long periods of time. Of the above choices, only move mountains is something that large amounts of water can do over long periods of time."
4475,"Joe did something very bad and he was worried that The People would try punishing him.  What type of punishment might be be worried about?
Answer Choices:
(a) train
(b) hatred
(c) get angry
(d) going to jail
(e) public outrage",going to jail,going to jail,"The answer must be a type of punishment. Of the above choices, only going to jail is a type of punishment."
4476,"Someone who gets nervous and doesn't know how to dance might do what when they attempt to start dancing?
Answer Choices:
(a) wallflower
(b) stand down
(c) sitting still
(d) stand still
(e) standing still",stand still,standing still,"The answer must be something that someone who doesn't know how to dance might do. Of the above choices, only standing still makes sense."
4477,"Where can birds clean themselves?
Answer Choices:
(a) outside
(b) nest
(c) birdhouse
(d) roof
(e) water fountain",water fountain,water fountain,"The answer must be a place where birds can clean themselves. Of the above choices, only water fountains are used by birds to clean themselves."
4478,"Where might someone learn about a piccolo?
Answer Choices:
(a) music class
(b) music instructor
(c) bandroom
(d) orchestra
(e) wind ensemble",music class,music class,"The answer must be a place where someone might learn about a piccolo. Of the above choices, only music class and music instructor are places where someone might learn about a piccolo."
4479,"Where is pavement usually found?
Answer Choices:
(a) ground
(b) town
(c) city block
(d) a race track
(e) driveway",ground,driveway,"The answer must be a place where pavement is usually found. Of the above choices, only a driveway is a place where pavement is usually found."
4480,"Where can someone store furniture?
Answer Choices:
(a) room
(b) store
(c) patio
(d) friend's house
(e) building",building,building,"The answer must be a place where furniture can be stored. Of the above choices, only a building can store furniture."
4481,"The christian Sunday school teacher gave out a punishment, this happened when the students did what to her orders?
Answer Choices:
(a) stumble
(b) rebel
(c) disobey
(d) go astray
(e) commit sin",disobey,disobey,"The answer must be something that students do to orders. Of the above choices, only disobey is something that students do to orders."
4482,"The area of land next to the ocean is called what?
Answer Choices:
(a) underwater
(b) surface of earth
(c) waterfalls
(d) delta
(e) beach",beach,beach,"The answer must be the area of land next to the ocean. Of the above choices, only beach is the area of land next to the ocean."
4483,"What will telling many people about someone's escapades lead to?
Answer Choices:
(a) annoyance
(b) notoriety
(c) emotional distress
(d) religion
(e) riot",notoriety,notoriety,"The answer must be something that happens when many people know about someone's escapades. Of the above choices, only notoriety happens when many people know about someone's escapades."
4484,"What  might john order at an indian resturant on top of the space needle?
Answer Choices:
(a) large city
(b) seattle
(c) curry
(d) clothing
(e) reservation",curry,curry,"The answer must be something that can be ordered at an Indian restaurant. Of the above choices, only curry can be ordered at an Indian restaurant."
4485,"I know the answer, but I do not do what to it?
Answer Choices:
(a) ignorant
(b) correct
(c) ignorance
(d) had learnt
(e) understand",understand,correct,"The answer must be something that is done to an answer. Of the above choices, only correct is done to an answer."
4486,"Many containers full of goods are unloaded where after their long sea journey
Answer Choices:
(a) port
(b) cargo ship
(c) refrigerator
(d) food
(e) lorry",port,port,"The answer must be the place where containers full of goods are unloaded. Of the above choices, only ports are used to unload containers full of goods."
4487,"What happens when you try to help someone but make it worse?
Answer Choices:
(a) succeed
(b) do nothing
(c) anticipate
(d) hinder
(e) hurting",hinder,hinder,"The answer must be something that happens when you try to help someone but make it worse. Of the above choices, only hinder is the correct answer."
4488,"There's always more than one shopping bag full of food after a trip where?
Answer Choices:
(a) garden
(b) grocery store
(c) closet
(d) restaurant
(e) mart",grocery store,grocery store or,"The answer must be a place where you can buy food. Of the above choices, only grocery stores and restaurants sell food."
4489,"They were baking together, the instructions called for sugar so they got it out of the what?
Answer Choices:
(a) hallway
(b) every home
(c) candy bar
(d) soda pop
(e) cupboard",cupboard,cupboard,"The answer must be a place where sugar is kept. Of the above choices, only cupboards are used to keep sugar."
4490,"What happens when you get a blackout from amnesia?
Answer Choices:
(a) amnesia
(b) drunkenness
(c) hangover
(d) enjoy
(e) burn",amnesia,amnesia,"The answer must be something that happens when you get a blackout from amnesia. Of the above choices, only amnesia happens when you get a blackout from amnesia."
4491,"What would happen after you finished dying?
Answer Choices:
(a) rigor mortis
(b) unable to work
(c) change color
(d) change of color
(e) would cease to exist",would cease to exist,rigor mortis,"The answer must be something that happens after you die. Of the above choices, only rigor mortis happens after you die."
4492,"what does getting divorce induce in someone who doesn't want it?
Answer Choices:
(a) freedom
(b) joy
(c) depression
(d) anguish
(e) tears",depression,anguish,"The answer should be the feeling of someone getting divorced who doesn't want it. Of the above choices, the closest feeling is anguish."
4493,"The extrovert didn't mind talking to the stranger, to him it was half the fun to him of taking public transportation to school and waiting at the what?
Answer Choices:
(a) town
(b) park
(c) bus station
(d) train station
(e) taxi stand",bus station,bus station or,"The answer must be a place where public transportation stops. Of the above choices, only bus stations and train stations are places where public transportation stops."
4494,"Sharks can be dangerous to encounter, they can be found in each of the whats?
Answer Choices:
(a) great oceans
(b) tropical waters
(c) sea world
(d) great outdoors
(e) lake michigan",great oceans,great oceans,"The answer must be a place where sharks can be found. Of the above choices, only great oceans is a place where sharks can be found."
4495,"The company didn't have much manufacturing costs, because they used what?
Answer Choices:
(a) slave labor
(b) own factory
(c) pay employees
(d) liquidated
(e) mail clients",own factory,slave labor,"The answer must be something that would reduce manufacturing costs. Of the above choices, only slave labor would reduce manufacturing costs."
4496,"What will someone do in the house in the evening because of being hungry?
Answer Choices:
(a) make bread
(b) have lunch
(c) eat in restaurant
(d) cook dinner
(e) school",cook dinner,cook dinner,"The answer must be something that someone will do in the house in the evening because of being hungry. Of the above choices, only cook dinner makes sense."
4497,"What passes between the point of one destination to another?
Answer Choices:
(a) relaxation
(b) elapsed time
(c) obstacle
(d) uneasiness
(e) movement",elapsed time,movement,"The answer must be something that passes between the point of one destination to another. Of the above choices, only movement passes between the point of one destination to another."
4498,"James is watching a film.  In the end, when the dog is shot, he finds himself doing what?
Answer Choices:
(a) entertainment
(b) falling asleep
(c) skateboarding
(d) farting
(e) crying",crying,crying,"The answer should be something that James does when the dog is shot. Of the above choices, the closest action is crying."
4499,"When one is using computers for a long period of time, what might happen to the human body?
Answer Choices:
(a) headache
(b) addiction
(c) editing
(d) falling asleep
(e) carpal tunnel syndrome",headache,carpal tunnel syndrome,"The answer must be something that can happen to the human body. Of the above choices, only carpal tunnel syndrome can happen to the human body."
4500,"Where are you likely to find personal books?
Answer Choices:
(a) classroom
(b) library
(c) shelf
(d) cabinet
(e) desktop",desktop,shelf,"The answer must be a place where personal books are kept. Of the above choices, only shelves are used to keep personal books."
4501,"Sarah's forgot her purse. She couldn't be the clothes she wanted.    She would have to drive all the way back where?
Answer Choices:
(a) house
(b) home
(c) handbag
(d) restaurant
(e) department store",home,handbag,"The answer must be the place where Sarah's purse is. Of the above choices, only handbag is a purse."
4502,"What is a place that usually does not have any pillow?
Answer Choices:
(a) home
(b) rest area
(c) make seat softer
(d) go to bed.
(e) bedroom",rest area,rest area,"The answer must be a place that does not have pillows. Of the above choices, only rest areas do not have pillows."
4503,"What do most people do while reading newspaper?
Answer Choices:
(a) aggravation
(b) look at pictures
(c) eat breakfast
(d) drink coffee
(e) chug milk",drink coffee,look at pictures,"The answer must be something that people do while reading the newspaper. Of the above choices, only looking at pictures is something people do while reading the newspaper."
4504,"What is the goal of most people playing games?
Answer Choices:
(a) conquest
(b) entertainment
(c) winning
(d) happiness
(e) stress",winning,winning,"The answer must be the goal of most people playing games. Of the above choices, the goal of most people playing games is to win."
4505,"Other than a municipal park, where would you find a tennis court?
Answer Choices:
(a) college campus
(b) michigan
(c) country club
(d) high school
(e) town",country club,country club,"The answer must be a place where tennis courts are found. Of the above choices, only country clubs and high schools have tennis courts."
4506,"If two men are competing, why don't they like each other?
Answer Choices:
(a) rivalry
(b) winning or losing
(c) accomplishment
(d) achievements
(e) death",rivalry,rivalry,"The answer must be the reason why two men competing don't like each other. Of the above choices, the closest reason is rivalry."
4507,"Between each customer some times a waiter is required to do what?
Answer Choices:
(a) present bill
(b) serve meal
(c) take order
(d) serve food
(e) set table",set table,set table,"The answer must be something that a waiter does between customers. Of the above choices, only setting the table is done between customers."
4508,"All the business owners had a monthly committee meeting, it was to introduce new tenants and discuss issues of the what?
Answer Choices:
(a) town
(b) office building
(c) boardroom
(d) government
(e) city hall",office building,office building,"The answer must be the place where the business owners had their monthly committee meeting. Of the above choices, only office building makes sense."
4509,"What happens to someone wading while fishing?
Answer Choices:
(a) happiness
(b) getting drunk
(c) anger
(d) wet clothes
(e) catching fish",wet clothes,wet clothes,"The answer must be something that happens to someone wading while fishing. Of the above choices, only wet clothes is something that happens to someone wading while fishing."
4510,"If a student wishes to learn about things that have already happened, what should they do?
Answer Choices:
(a) better grade
(b) pass course
(c) study history
(d) complete test ask questions
(e) answer question",study history,study history,"The answer must be something that will help a student learn about things that have already happened. Of the above choices, only studying history will help a student learn about things that have already happened."
4511,"What place is not interesting to children?
Answer Choices:
(a) classroom
(b) toy store
(c) school
(d) soccer game
(e) dinner",classroom,classroom,"The answer must be a place that is not interesting to children. Of the above choices, only classroom is not interesting to children."
4512,"Where could you go to spend money?
Answer Choices:
(a) supermarket
(b) car show
(c) water fountain
(d) bank vault
(e) art show",art show,supermarket,"The answer must be a place where money is spent. Of the above choices, only supermarkets are places where money is spent."
4513,"James hates his rug but his wife insisted he display it.  As a compromise, he put it under something. What might have he put it under?
Answer Choices:
(a) bedroom
(b) place
(c) table
(d) persia
(e) his wife",table,table,"The answer must be something that can be put on top of a rug. Of the above choices, only a table can be put on top of a rug."
4514,"He got a job dancing and waving an advertisement, he got to be outside instead of stuck inside the what?
Answer Choices:
(a) advertisement
(b) magazine
(c) store
(d) web page
(e) bus",store,bus,"The answer must be the place where the man was stuck inside. Of the above choices, only bus makes sense for being stuck inside."
4515,"What has happened to ice if it is not ice any more?
Answer Choices:
(a) vaporate
(b) cool off
(c) form crystals
(d) melt
(e) keep things cold",melt,melt,"The answer must be something that happens to ice when it is not ice any more. Of the above choices, only melt is something that happens to ice when it is not ice any more."
4516,"What would happen if a salesman didn't do his job right?
Answer Choices:
(a) promotion
(b) service account
(c) sell products
(d) get fired
(e) work potential customer",get fired,get fired,"The answer must be something that would happen to a salesman who didn't do his job right. Of the above choices, only getting fired would happen to a salesman who didn't do his job right."
4517,"What is the best way to learn new things from someoen else?
Answer Choices:
(a) go to school
(b) be tutored
(c) study
(d) fun
(e) ask questions",ask questions,ask questions,"The answer must be the best way to learn new things from someone else. Of the above choices, the best way to learn new things from someone else is to ask questions."
4518,"At the school dance most kids were enjoying themselves, but a shy one found himself a what?
Answer Choices:
(a) standing still
(b) stand still
(c) partner
(d) wallflower
(e) dancing",wallflower,wallflower,"The answer must be something that a shy person would do at a dance. Of the above choices, only wallflower makes sense."
4519,"Where do you eat most of your food?
Answer Choices:
(a) in a bowl
(b) home
(c) freezer
(d) kitchen
(e) store",home,kitchen,"The answer must be a place where people eat. Of the above choices, only kitchen is a place where people eat."
4520,"Where could you find millions of brownstone?
Answer Choices:
(a) ring
(b) brooklyn
(c) subdivision
(d) new york city
(e) apartment complex",new york city,brooklyn,"The answer must be a place where brownstones are found. Of the above choices, only Brooklyn has brownstones."
4521,"What could a gentleman be wearing?
Answer Choices:
(a) church
(b) movie
(c) suit
(d) university
(e) europe",suit,suit,"The answer must be something that a gentleman could wear. Of the above choices, only suit makes sense."
4522,"After eating a dinner of uncooked chicken, what was felt by the poor man?
Answer Choices:
(a) indigestion
(b) died
(c) illness
(d) feel better
(e) throwing up",illness,indigestion,"The answer should be the feeling of someone who ate uncooked chicken. Of the above choices, the closest feeling is indigestion."
4523,"If I program a computer to think autonomously, what can it theoretically do?
Answer Choices:
(a) make decisions
(b) receive data
(c) process information
(d) believe in god
(e) control fate",make decisions,make decisions,"The answer must be something that a computer can do. Of the above choices, only make decisions is something that a computer can do."
4524,"Where would you go to argue about important bills?
Answer Choices:
(a) mail box
(b) the post office
(c) congress
(d) restaurant
(e) trash",congress,congress,"The answer must be a place where bills are argued. Of the above choices, only congress is a place where bills are argued."
4525,"Friday wasn't in the mood to be answering questions.  After a ten hour interrogation he was what?
Answer Choices:
(a) getting tired
(b) sharing information
(c) rich
(d) teaching
(e) boredom",getting tired,boredom,"The answer should be the feeling of someone who has been answering questions for ten hours. Of the above choices, the closest feeling is boredom."
4526,"What is a group of three or four musicians called?
Answer Choices:
(a) group
(b) band
(c) show
(d) opera
(e) play in band",band,band,"The answer must be a group of three or four musicians. Of the above choices, only band is a group of three or four musicians."
4527,"Joe wasn't sure what he was eating, but the taste was awful and bitter.  What might he have been eating.
Answer Choices:
(a) defecating
(b) get tired
(c) rotten
(d) feces
(e) gaining weight",feces,feces,"The answer must be something that tastes awful and bitter. Of the above choices, only feces tastes awful and bitter."
4528,"He was trying to eat more green, as in simple ingredients rather than what foods?
Answer Choices:
(a) ripe
(b) greenweed
(c) yellow
(d) processed
(e) cloy",processed,processed,"The answer must be the opposite of green. Of the above choices, only processed is the opposite of green."
4529,"What will happen to you after cleaning house?
Answer Choices:
(a) order
(b) tiredness
(c) neatness
(d) pass out
(e) invigorating",tiredness,tiredness,"The answer should be the feeling of someone after cleaning house. Of the above choices, the closest feeling is tiredness."
4530,"What type of environment does a lemur call home?
Answer Choices:
(a) australia
(b) india
(c) cage
(d) rain forest
(e) forrest",forrest,rain forest,"The answer must be the home of a lemur. Of the above choices, only rain forest is the home of a lemur."
4531,"He said he also wanted in, he threatened to tattle what?
Answer Choices:
(a) differently
(b) mere
(c) only
(d) otherwise
(e) anyway",otherwise,anyway,"The answer must be something that can be tattled. Of the above choices, only anyway makes sense."
4532,"If I was using a hairpin on a female customer where do I need to put it?
Answer Choices:
(a) woman's hair
(b) hair salon
(c) bathroom cabinet drawer
(d) forehead
(e) barber shop",woman's hair,woman's hair,"The answer must be a place where a hairpin is used. Of the above choices, only a woman's hair is a place where a hairpin is used."
4533,"Jackson is a popular city name, but the one with a governor's office is where?
Answer Choices:
(a) michigan
(b) wyoming
(c) mississippi
(d) tennessee
(e) mississippi",mississippi,mississippi,"The answer must be a state with a governor's office. Of the above choices, only Mississippi has a governor's office."
4534,"The animals had eaten and taken a mud bath in the sun, what happened to them as a result?
Answer Choices:
(a) feel pleasure
(b) die of cancer
(c) procreate
(d) baked
(e) pass water",feel pleasure,baked,"The answer must be something that happens to animals after they eat and take a mud bath in the sun. Of the above choices, only baked makes sense."
4535,"The person didn't like the varying size of the cake slices handed out, she demand more what?
Answer Choices:
(a) fairness
(b) candies
(c) compliments
(d) well fed
(e) arguements",fairness,fairness,"The answer must be something that the person wanted more of. Of the above choices, only fairness makes sense."
4536,"Smoking certain drugs will not have a desired effect without a proper what?
Answer Choices:
(a) inhale
(b) lighter
(c) go outside
(d) coughing
(e) unhealthy",inhale,inhale,"The answer must be something that is needed to have a desired effect. Of the above choices, only inhaling is needed to have a desired effect."
4537,"What does a person who does not have an outhouse have?
Answer Choices:
(a) acknowledgment
(b) indoor plumbing
(c) electricity
(d) headache
(e) feel special",indoor plumbing,indoor plumbing,"The answer must be something that a person who does not have an outhouse has. Of the above choices, only indoor plumbing is something that a person who does not have an outhouse has."
4538,"The man enjoyed sitting quietly by himself, he felt it helped him come up with his best what about things?
Answer Choices:
(a) anxiety
(b) happiness
(c) insights
(d) inspiration
(e) wisdom",insights,insights,"The answer must be something that the man comes up with about things. Of the above choices, only insights are something that the man comes up with about things."
4539,"If my heifer has a certain attitude, what state might she be from?
Answer Choices:
(a) new hampshire
(b) texas
(c) the country
(d) barnyard
(e) county fair",texas,texas,"The answer must be a state that has a certain attitude. Of the above choices, only Texas has a certain attitude."
4540,"What could you make with your voice?
Answer Choices:
(a) silence
(b) choir
(c) song
(d) radio
(e) telephone",song,song,"The answer must be something that can be made with your voice. Of the above choices, only song can be made with your voice."
4541,"Where are trees likely to line a road?
Answer Choices:
(a) countryside
(b) state park
(c) forest
(d) garden
(e) yard",countryside,forest,"The answer must be a place where trees are likely to line a road. Of the above choices, only forests have trees lining the road."
4542,"Where does a dog go to pee?
Answer Choices:
(a) guard house
(b) affection
(c) walked
(d) inside the house
(e) go outside",go outside,inside the house,"The answer must be a place where a dog can pee. Of the above choices, only inside the house is a place where a dog can pee."
4543,"She wanted to make a quilt of velvet, where should she look?
Answer Choices:
(a) grandma
(b) clothing
(c) jewelry store
(d) clothes
(e) fabric store",fabric store,fabric store,"The answer must be a place where velvet is sold. Of the above choices, only fabric stores sell velvet."
4544,"The scientists thought it was an impossibility, but with new evidence there was a chance it was a what?
Answer Choices:
(a) inevitability
(b) certainty
(c) possibility
(d) possible
(e) possibility",possibility,possibility,"The answer must be something that is the opposite of an impossibility. Of the above choices, only possibility is the opposite of an impossibility."
4545,"As a human in a large northeastern city, where can you see animals?
Answer Choices:
(a) zoo
(b) workplace
(c) sky
(d) new york city
(e) many places",zoo,zoo,"The answer must be a place where animals can be seen. Of the above choices, only zoos have animals."
4546,"John sat in a folding chair in a bit room with a stage.  What sort of room could that be?
Answer Choices:
(a) room
(b) auditorium
(c) meeting hall
(d) school
(e) church",auditorium,auditorium or,"The answer must be a room with a stage. Of the above choices, only auditoriums and meeting halls have stages."
4547,"What has a cash register with a limited items line?
Answer Choices:
(a) bookstore
(b) supermarket
(c) toy store
(d) candy store
(e) shop",supermarket,candy store,"The answer must be a store with a limited items line. Of the above choices, only candy stores have a limited items line."
4548,"Where do monkeys hang out?
Answer Choices:
(a) south africa
(b) tree tops
(c) zoos
(d) great outdoors
(e) tropical areas",tree tops,tree tops,"The answer must be a place where monkeys hang out. Of the above choices, only tree tops are a place where monkeys hang out."
4549,"Where may a human find peace?
Answer Choices:
(a) jail
(b) train station
(c) workplace
(d) church
(e) park",church,church,"The answer must be a place where a human can find peace. Of the above choices, only church is a place where a human can find peace."
4550,"A poor family has no decorations in December, what would make a great gift?
Answer Choices:
(a) food
(b) specialty store
(c) christmas tree
(d) department store
(e) christmas stocking",christmas tree,food,"The answer must be something that a poor family would need. Of the above choices, only food is something that a poor family would need."
4551,"Where would you put a fire extinguisher if you do not have any large doors in your house and your house only has one floor?
Answer Choices:
(a) garage
(b) stairwell
(c) house
(d) kitchen
(e) outside",kitchen,kitchen,"The answer must be a place where a fire extinguisher can be put. Of the above choices, only the kitchen makes sense."
4552,"The tourist was probably most happy to capture pictures of snow on what?
Answer Choices:
(a) canada
(b) roof
(c) mountains
(d) ground
(e) ground",mountains,mountains,"The answer must be something that is covered in snow. Of the above choices, only mountains are covered in snow."
4553,"What kind of building would you expect to find a skylight?
Answer Choices:
(a) roof
(b) house
(c) windowless room
(d) company
(e) office building",house,office building,"The answer must be a building that has a skylight. Of the above choices, only office buildings have skylights."
4554,"The bald eagle flew over the potato fields over what region of the place known for them?
Answer Choices:
(a) alaska
(b) hells canyon
(c) south lake tahoe
(d) central idaho
(e) canada",central idaho,central Idaho,"The answer must be the place known for potato fields. Of the above choices, only central Idaho is known for potato fields."
4555,"If your hair gel stinks it is too what?
Answer Choices:
(a) barbers
(b) messy
(c) beauty salon
(d) perfumery
(e) bathroom",perfumery,messy,"The answer must be something that hair gel can be. Of the above choices, only hair gel can be messy."
4556,"Where would you put a drink if you do not plan to use it soon?
Answer Choices:
(a) cabinet
(b) camelback
(c) cup
(d) backpack
(e) can",cabinet,cabinet,"The answer must be a place where you can store a drink. Of the above choices, only cabinet is a place where you can store a drink."
4557,"What happens to your car when you're driving to work?
Answer Choices:
(a) get to work
(b) stress
(c) use gas
(d) speeding ticket
(e) get depreciation",use gas,use gas,"The answer must be something that happens to your car when you're driving to work. Of the above choices, only using gas happens to your car when you're driving to work."
4558,"After going for run you have a sense of what?
Answer Choices:
(a) satisfaction
(b) flying
(c) sweating
(d) falling down
(e) trip",satisfaction,satisfaction,"The answer should be the feeling of someone who has just gone for a run. Of the above choices, the closest feeling is satisfaction."
4559,"In what environment would you expect to find a shark?
Answer Choices:
(a) sea world
(b) deep ocean
(c) maritime museum
(d) pet store
(e) great barrier reef",deep ocean,deep ocean,"The answer must be a place where sharks live. Of the above choices, only the deep ocean is a place where sharks live."
4560,"Where would you put your change if you will not need to use it soon?
Answer Choices:
(a) purse
(b) slot machine
(c) jar
(d) pocket
(e) casino",jar,jar,"The answer must be a place where you can put change. Of the above choices, only jar makes sense for holding change."
4561,"The archaeologist was seeing artifacts that he knew were fake, how did he feel?
Answer Choices:
(a) pleasure
(b) awe inspiring
(c) angry
(d) thinking
(e) painful memories",angry,angry,"The answer should be the feeling of someone seeing fake artifacts. Of the above choices, the closest feeling is anger."
4562,"Where can you buy alcohol and items for nourishment?
Answer Choices:
(a) lunch room
(b) supermarket
(c) chemistry lab
(d) restaurants
(e) pub",supermarket,supermarket,"The answer must be a place where you can buy alcohol and nourishment. Of the above choices, only supermarkets sell both alcohol and nourishment."
4563,"The man looked longingly at the seats after hours on the road, where was he?
Answer Choices:
(a) rest area
(b) show
(c) bowling alley
(d) space shuttle
(e) doctors office",rest area,rest area,"The answer must be a place where there are seats. Of the above choices, only rest areas have seats."
4564,"Where does a cow live?
Answer Choices:
(a) zoo
(b) great outdoors
(c) story book
(d) stable
(e) toy store",great outdoors,stable,"The answer must be a place where cows live. Of the above choices, only stables are places where cows live."
4565,"If a lot of cargo trucks come and go every day, where would the forklift get the most use?
Answer Choices:
(a) loading dock
(b) construction site
(c) construction yard
(d) warehouse
(e) cargo",loading dock,loading dock,"The answer must be a place where cargo trucks come and go. Of the above choices, only loading docks have cargo trucks coming and going."
4566,"Where in your home would you store your chess set and other such entertainment items?
Answer Choices:
(a) coffeehouse
(b) coffee house
(c) laundry room
(d) cupboard
(e) game room",game room,game room,"The answer must be a place in the home where entertainment items are stored. Of the above choices, only game room makes sense."
4567,"What is a negative external consequence for someone who takes part in a killing?
Answer Choices:
(a) dies
(b) being imprisoned
(c) blood
(d) bloody mess
(e) feeling of guilt",being imprisoned,being imprisoned,"The answer must be a negative consequence for someone who takes part in a killing. Of the above choices, only being imprisoned is a negative consequence."
4568,"What drops from clouds on a warm day?
Answer Choices:
(a) move in
(b) rain water
(c) awe inspiring
(d) boiling oil
(e) bring rain",rain water,rain water,"The answer must be something that drops from clouds on a warm day. Of the above choices, only rain water drops from clouds on a warm day."
4569,"Where might I re-home a well loved piece of furniture from college days?
Answer Choices:
(a) pawn shop
(b) rug
(c) friend's house
(d) room
(e) apartment",friend's house,friend's house,"The answer must be a place where furniture is kept. Of the above choices, only a friend's house is a place where furniture is kept."
4570,"what can a dog sometimes be taught to do?
Answer Choices:
(a) shake hands
(b) accident
(c) guard house
(d) drink water
(e) stray",shake hands,shake hands,"The answer must be something that a dog can be taught to do. Of the above choices, only shake hands is something that a dog can be taught to do."
4571,"What does eating hamburgers to fast lead to?
Answer Choices:
(a) gaining weight
(b) stomach ache
(c) gain weight
(d) get full
(e) constipation",stomach ache,stomach ache,"The answer must be something that happens when you eat hamburgers too fast. Of the above choices, only stomach ache is a result of eating hamburgers too fast."
4572,"Billy was doing his homework at the last minute but he could barely think straight.   What might he have been suffering from?
Answer Choices:
(a) sneezing
(b) cleanliness
(c) exhaustion
(d) seizure
(e) allergies",exhaustion,exhaustion,"The answer must be something that would make it hard to think straight. Of the above choices, only exhaustion would make it hard to think straight."
