,premise,hypothesis,label,llm_label,rationale,input
5260,Boy with black shirt and red batting helmet swinging bat at ball on ball field.,the boy is trying out for the baseball team,neutral,entailment,the boy is wearing a baseball uniform and is swinging a bat at a ball on a ball field.,Boy with black shirt and red batting helmet swinging bat at ball on ball field.</s>the boy is trying out for the baseball team
5261,Boy with black shirt and red batting helmet swinging bat at ball on ball field.,The boy is swinging a bat,entailment,entailment,The boy is swinging a bat.,Boy with black shirt and red batting helmet swinging bat at ball on ball field.</s>The boy is swinging a bat
5262,A little boy batting with a red helmet on.,boy is reading story book in library,contradiction,contradiction,"boy is not reading a book, he is batting.",A little boy batting with a red helmet on.</s>boy is reading story book in library
5263,A little boy batting with a red helmet on.,a little boy batting wearing red helmet,entailment,entailment,The boy is batting and wearing a red helmet.,A little boy batting with a red helmet on.</s>a little boy batting wearing red helmet
5264,A little boy batting with a red helmet on.,a little school boy from California is batting,neutral,neutral,The boy is not necessarily from California.,A little boy batting with a red helmet on.</s>a little school boy from California is batting
5265,A boy in a red helmet hits a ball with a bat.,The boy is playing baseball.,neutral,entailment,The boy is wearing a helmet and holding a bat.,A boy in a red helmet hits a ball with a bat.</s>The boy is playing baseball.
5266,A boy in a red helmet hits a ball with a bat.,The boy is playing volleyball.,contradiction,contradiction,The boy is not playing volleyball because he is hitting a ball with a bat.,A boy in a red helmet hits a ball with a bat.</s>The boy is playing volleyball.
5267,A boy in a red helmet hits a ball with a bat.,The boy is playing a game.,entailment,entailment,"The boy is wearing a helmet, so he is playing a game.",A boy in a red helmet hits a ball with a bat.</s>The boy is playing a game.
5268,A woman in an SUV looks to be crying as a fatherly figure places his hand on her cheek for reassurance.,The man is reassuring the crying woman.,entailment,entailment,The man is placing his hand on the woman's cheek.,A woman in an SUV looks to be crying as a fatherly figure places his hand on her cheek for reassurance.</s>The man is reassuring the crying woman.
5269,A woman in an SUV looks to be crying as a fatherly figure places his hand on her cheek for reassurance.,The woman just got into a car accident.,neutral,entailment,The woman is crying and the fatherly figure is trying to reassure her.,A woman in an SUV looks to be crying as a fatherly figure places his hand on her cheek for reassurance.</s>The woman just got into a car accident.
5270,A woman in an SUV looks to be crying as a fatherly figure places his hand on her cheek for reassurance.,The woman is playing in the park with her children.,contradiction,contradiction,"The woman is crying, so she is not playing in the park.",A woman in an SUV looks to be crying as a fatherly figure places his hand on her cheek for reassurance.</s>The woman is playing in the park with her children.
5271,A young lady being comforted by a man after she has seen something sad and it has made her cry.,the lady is his wife,neutral,neutral,the lady is not necessarily his wife.,A young lady being comforted by a man after she has seen something sad and it has made her cry.</s>the lady is his wife
5272,A young lady being comforted by a man after she has seen something sad and it has made her cry.,A young lady is crying because she saw a dog get hit by a car.,neutral,neutral,The young lady could have seen something else that made her cry.,A young lady being comforted by a man after she has seen something sad and it has made her cry.</s>A young lady is crying because she saw a dog get hit by a car.
5273,A young lady being comforted by a man after she has seen something sad and it has made her cry.,a lady is crying,entailment,entailment,The lady is crying because she has seen something sad.,A young lady being comforted by a man after she has seen something sad and it has made her cry.</s>a lady is crying
5274,A young lady being comforted by a man after she has seen something sad and it has made her cry.,The woman is laughing.,contradiction,contradiction,"The woman is crying, not laughing.",A young lady being comforted by a man after she has seen something sad and it has made her cry.</s>The woman is laughing.
5275,A young lady being comforted by a man after she has seen something sad and it has made her cry.,a lady is comforted,entailment,entailment,The lady is being comforted by a man.,A young lady being comforted by a man after she has seen something sad and it has made her cry.</s>a lady is comforted
5276,A young lady being comforted by a man after she has seen something sad and it has made her cry.,The lady is happy.,contradiction,contradiction,"The lady is crying, so she is not happy.",A young lady being comforted by a man after she has seen something sad and it has made her cry.</s>The lady is happy.
5277,A young lady being comforted by a man after she has seen something sad and it has made her cry.,The woman is at a funeral.,neutral,entailment,The woman is crying and the man is comforting her.,A young lady being comforted by a man after she has seen something sad and it has made her cry.</s>The woman is at a funeral.
5278,A young lady being comforted by a man after she has seen something sad and it has made her cry.,the lady is asleep at work,contradiction,contradiction,"the lady is not asleep, she is crying.",A young lady being comforted by a man after she has seen something sad and it has made her cry.</s>the lady is asleep at work
5279,A young lady being comforted by a man after she has seen something sad and it has made her cry.,A woman is crying.,entailment,entailment,A young lady is a woman.,A young lady being comforted by a man after she has seen something sad and it has made her cry.</s>A woman is crying.
5280,A young lady being comforted by a man after she has seen something sad and it has made her cry.,The woman has tears in her eyes.,entailment,entailment,"The woman is crying, so she must have tears in her eyes.",A young lady being comforted by a man after she has seen something sad and it has made her cry.</s>The woman has tears in her eyes.
5281,A young lady being comforted by a man after she has seen something sad and it has made her cry.,A young lady is crying.,entailment,entailment,The young lady is crying because she has seen something sad.,A young lady being comforted by a man after she has seen something sad and it has made her cry.</s>A young lady is crying.
5282,A young lady being comforted by a man after she has seen something sad and it has made her cry.,The man is comforting his wife.,neutral,neutral,"The man is comforting the lady, but it is not known if the lady is his wife.",A young lady being comforted by a man after she has seen something sad and it has made her cry.</s>The man is comforting his wife.
5283,A young lady being comforted by a man after she has seen something sad and it has made her cry.,A young lady didn't see anything at all.,contradiction,contradiction,The young lady is crying because she saw something sad.,A young lady being comforted by a man after she has seen something sad and it has made her cry.</s>A young lady didn't see anything at all.
5284,A young lady being comforted by a man after she has seen something sad and it has made her cry.,a lady just found out her dog died,neutral,neutral,the lady is crying and the man is comforting her.,A young lady being comforted by a man after she has seen something sad and it has made her cry.</s>a lady just found out her dog died
5285,A young lady being comforted by a man after she has seen something sad and it has made her cry.,a lady is alone and happy while watching a movie,contradiction,contradiction,"The lady is not alone, she is with a man. The lady is not happy, she is crying.",A young lady being comforted by a man after she has seen something sad and it has made her cry.</s>a lady is alone and happy while watching a movie
5286,A man in a blue plaid shirt is comforting a crying woman in a black truck.,A man comforts a crying woman.,entailment,entailment,The man is comforting the woman.,A man in a blue plaid shirt is comforting a crying woman in a black truck.</s>A man comforts a crying woman.
5287,A man in a blue plaid shirt is comforting a crying woman in a black truck.,A man comforts his girlfriend.,neutral,neutral,The man and woman are not necessarily in a relationship.,A man in a blue plaid shirt is comforting a crying woman in a black truck.</s>A man comforts his girlfriend.
5288,A man in a blue plaid shirt is comforting a crying woman in a black truck.,A woman comforts a crying man.,contradiction,contradiction,"The man is comforting the woman, not the other way around.",A man in a blue plaid shirt is comforting a crying woman in a black truck.</s>A woman comforts a crying man.
5289,A man in a blue and white shirt shows concern for a girl in a suv.,Humans are interacting,entailment,entailment,A man and a girl are both humans.,A man in a blue and white shirt shows concern for a girl in a suv.</s>Humans are interacting
5290,A man in a blue and white shirt shows concern for a girl in a suv.,A man running on the ground,contradiction,contradiction,The man is not running.,A man in a blue and white shirt shows concern for a girl in a suv.</s>A man running on the ground
5291,A man in a blue and white shirt shows concern for a girl in a suv.,A man shows something to a woman,neutral,entailment,The man is showing concern for the girl.,A man in a blue and white shirt shows concern for a girl in a suv.</s>A man shows something to a woman
5292,An older man sitting outside in the sun watching something under his umbrella.,The man is indoors.,contradiction,contradiction,The man is sitting outside in the sun.,An older man sitting outside in the sun watching something under his umbrella.</s>The man is indoors.
5293,An older man sitting outside in the sun watching something under his umbrella.,The man is in the park.,neutral,contradiction,"The man is sitting outside in the sun, so he is not in the park.",An older man sitting outside in the sun watching something under his umbrella.</s>The man is in the park.
5294,An older man sitting outside in the sun watching something under his umbrella.,An older man is outside.,entailment,entailment,The man is outside because he is sitting outside.,An older man sitting outside in the sun watching something under his umbrella.</s>An older man is outside.
5295,four men are on stage performing music.,The men are making noise.,entailment,entailment,"The men are performing music, which is a type of noise.",four men are on stage performing music.</s>The men are making noise.
5296,four men are on stage performing music.,The men are a barbershop quartet.,neutral,neutral,"The men are performing music, but they are not necessarily a barbershop quartet.",four men are on stage performing music.</s>The men are a barbershop quartet.
5297,four men are on stage performing music.,The men are silently praying in the church.,contradiction,contradiction,"The men are performing music, not praying.",four men are on stage performing music.</s>The men are silently praying in the church.
5298,Older couple is covered in shadows by a bridge.,lion eats bird,contradiction,contradiction,The couple is not a lion and the bridge is not a bird.,Older couple is covered in shadows by a bridge.</s>lion eats bird
5299,Older couple is covered in shadows by a bridge.,couple near big building,contradiction,neutral,The couple is not necessarily near a big building.,Older couple is covered in shadows by a bridge.</s>couple near big building
5300,Older couple is covered in shadows by a bridge.,couple covered in shadows,entailment,entailment,The couple is older and covered in shadows.,Older couple is covered in shadows by a bridge.</s>couple covered in shadows
5301,A man and woman standing under a covered patio with the sun beaming through the trellis slats.,Two people are standing in the sun on their newly constructed patio.,neutral,neutral,"The sun is beaming through the trellis slats, but the people are not necessarily standing in the sun.",A man and woman standing under a covered patio with the sun beaming through the trellis slats.</s>Two people are standing in the sun on their newly constructed patio.
5302,A man and woman standing under a covered patio with the sun beaming through the trellis slats.,Two people are standing.,entailment,entailment,A man and a woman are two people.,A man and woman standing under a covered patio with the sun beaming through the trellis slats.</s>Two people are standing.
5303,A man and woman standing under a covered patio with the sun beaming through the trellis slats.,Two people are dancing in the snow.,contradiction,contradiction,The man and woman are not dancing. They are standing. The snow is not present.,A man and woman standing under a covered patio with the sun beaming through the trellis slats.</s>Two people are dancing in the snow.
5304,Two elderly people in a dimly lit area.,Two elderly people are in a dark alley.,neutral,neutral,"The area is dimly lit, but it is not necessarily an alley.",Two elderly people in a dimly lit area.</s>Two elderly people are in a dark alley.
5305,Two elderly people in a dimly lit area.,Two elderly people are hit with spotlights.,contradiction,neutral,The people are not necessarily elderly.,Two elderly people in a dimly lit area.</s>Two elderly people are hit with spotlights.
5306,Two elderly people in a dimly lit area.,Elderly people are in a dark area.,entailment,neutral,Dimly lit is not necessarily dark.,Two elderly people in a dimly lit area.</s>Elderly people are in a dark area.
5307,An older man wearing a vest looking into a dumpster.,An old man is looking into a dumpster.,entailment,entailment,An older man is an old man.,An older man wearing a vest looking into a dumpster.</s>An old man is looking into a dumpster.
5308,An older man wearing a vest looking into a dumpster.,The old man accidentally dropped his wallet in the dumpster.,neutral,neutral,"The old man is looking into the dumpster, but he could be looking for something else.",An older man wearing a vest looking into a dumpster.</s>The old man accidentally dropped his wallet in the dumpster.
5309,An older man wearing a vest looking into a dumpster.,The old man is sitting at a table reading a book.,contradiction,contradiction,The old man is not sitting at a table reading a book.,An older man wearing a vest looking into a dumpster.</s>The old man is sitting at a table reading a book.
5310,Young boy holding a baby in a run-down area.,The boy has the baby.,entailment,entailment,"The boy is holding the baby, so he has the baby.",Young boy holding a baby in a run-down area.</s>The boy has the baby.
5311,Young boy holding a baby in a run-down area.,The boy is holding a dog.,contradiction,contradiction,"The boy is holding a baby, not a dog.",Young boy holding a baby in a run-down area.</s>The boy is holding a dog.
5312,Young boy holding a baby in a run-down area.,The boy is holding his sibling.,neutral,neutral,"The boy is holding a baby, but it is not necessarily his sibling.",Young boy holding a baby in a run-down area.</s>The boy is holding his sibling.
5313,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.",One adult is hurt because of the ride they took.,neutral,neutral,The adult could have been hurt before the ride.,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.</s>One adult is hurt because of the ride they took."
5314,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.",Two young adults are playing basketball.,contradiction,contradiction,The two young adults are not playing basketball.,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.</s>Two young adults are playing basketball."
5315,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.",Two young adults are at a rodeo.,entailment,entailment,The two young adults are at a rodeo.,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.</s>Two young adults are at a rodeo."
5316,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.",One is trying to fix his arm injury so they can co on another ride,neutral, ,The first sentence says that one is helping the other to fix an injury to his arm after a brief ride. The second sentence says that one is trying to fix,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.</s>One is trying to fix his arm injury so they can co on another ride"
5317,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.",A young adult helps another after he is injured by a bull at a rodeo.,neutral,neutral,The young adult could have been injured by something else.,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.</s>A young adult helps another after he is injured by a bull at a rodeo."
5318,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.",a rodeo is a safe place for all occupants,contradiction,contradiction,"The man is injured, so it is not safe.","Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.</s>a rodeo is a safe place for all occupants"
5319,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.",the one mending the arm is a trained medic,neutral,neutral,The one mending the arm could be a friend or family member.,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.</s>the one mending the arm is a trained medic"
5320,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.",Two young adults are at a horse event.,entailment,entailment,Rodeos are horse events.,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.</s>Two young adults are at a horse event."
5321,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.",there are people at the rodeo,entailment,entailment,The people are at the rodeo.,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.</s>there are people at the rodeo"
5322,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.",Two young adults want to ride horses.,neutral,entailment,"The two young adults are at a rodeo, so they must want to ride horses.","Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.</s>Two young adults want to ride horses."
5323,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.",Two young adults are at a waterpark,contradiction,contradiction,Rodeos and waterparks are two different places.,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.</s>Two young adults are at a waterpark"
5324,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.",A bull escapes from the rodeo.,contradiction,neutral,"The two young adults are at a rodeo, so it is possible that a bull escapes from the rodeo.","Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.</s>A bull escapes from the rodeo."
5325,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.",A young adult helps another after an injury at a rodeo.,entailment,entailment,The young adult is helping the other young adult after an injury. The injury is at a rodeo.,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.</s>A young adult helps another after an injury at a rodeo."
5326,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.",Two aduts are at a rodeo.,entailment,entailment,The two adults are at a rodeo.,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.</s>Two aduts are at a rodeo."
5327,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.",The bull is jumping into the crowd at a rodeo.,contradiction,contradiction,The bull is not jumping into the crowd.,"Two young adults at a rodeo, one is helping the other to fix an injury to his arm after a brief ride.</s>The bull is jumping into the crowd at a rodeo."
5328,"A cowboy in a rodeo puts a bandage on his forearm, getting ready for his ride.",a cowboy is going to milk the cows,contradiction,neutral,a cowboy is not necessarily going to milk the cows.,"A cowboy in a rodeo puts a bandage on his forearm, getting ready for his ride.</s>a cowboy is going to milk the cows"
5329,"A cowboy in a rodeo puts a bandage on his forearm, getting ready for his ride.",a cowboy has a bandage on his arm,entailment,entailment,A cowboy is a man. A forearm is part of an arm.,"A cowboy in a rodeo puts a bandage on his forearm, getting ready for his ride.</s>a cowboy has a bandage on his arm"
5330,"A cowboy in a rodeo puts a bandage on his forearm, getting ready for his ride.",a cowboy hurt his arm shooting a gun,neutral,neutral,The cowboy could have hurt his arm in a different way.,"A cowboy in a rodeo puts a bandage on his forearm, getting ready for his ride.</s>a cowboy hurt his arm shooting a gun"
5331,A young woman is drilling holes in a rock with an impact drill,Daffy Duck is a pasta chef.,contradiction,neutral,The two sentences are not related.,A young woman is drilling holes in a rock with an impact drill</s>Daffy Duck is a pasta chef.
5332,A young woman is drilling holes in a rock with an impact drill,The rock is hard.,neutral,entailment,The rock is hard because it is being drilled.,A young woman is drilling holes in a rock with an impact drill</s>The rock is hard.
5333,A young woman is drilling holes in a rock with an impact drill,A woman drills rock.,entailment,entailment,A young woman is a woman.,A young woman is drilling holes in a rock with an impact drill</s>A woman drills rock.
5334,"A young boy holds a small, dirty girl on his lap while wrapping her in his jacket.",The little girl is the boys sister.,neutral,neutral,"The little girl could be the boy's cousin, niece, or friend.","A young boy holds a small, dirty girl on his lap while wrapping her in his jacket.</s>The little girl is the boys sister."
5335,"A young boy holds a small, dirty girl on his lap while wrapping her in his jacket.",The little boy is taking care of the young girl.,entailment,entailment,The boy is holding the girl and wrapping her in his jacket.,"A young boy holds a small, dirty girl on his lap while wrapping her in his jacket.</s>The little boy is taking care of the young girl."
5336,"A young boy holds a small, dirty girl on his lap while wrapping her in his jacket.",The little boy is giving the little girl a bubble bath.,contradiction,contradiction,The little boy is not giving the little girl a bubble bath.,"A young boy holds a small, dirty girl on his lap while wrapping her in his jacket.</s>The little boy is giving the little girl a bubble bath."
5337,Two small children in poor conditions trying to survive the elements.,The childreen are poor.,entailment,neutral,"The children are in poor conditions, but that does not mean they are poor.",Two small children in poor conditions trying to survive the elements.</s>The childreen are poor.
5338,Two small children in poor conditions trying to survive the elements.,The children are wealthy.,contradiction,contradiction,The children are in poor conditions.,Two small children in poor conditions trying to survive the elements.</s>The children are wealthy.
5339,Two small children in poor conditions trying to survive the elements.,The children are siblings.,neutral,neutral,The children are not necessarily siblings.,Two small children in poor conditions trying to survive the elements.</s>The children are siblings.
5340,A young boy holds an infant which appears to be in distraught.,A young boy holds a crying baby that needs a diaper change.,neutral,neutral,The baby is not necessarily crying. The baby is not necessarily in need of a diaper change.,A young boy holds an infant which appears to be in distraught.</s>A young boy holds a crying baby that needs a diaper change.
5341,A young boy holds an infant which appears to be in distraught.,A young boy holds a crying baby.,entailment,neutral,The infant is not necessarily crying.,A young boy holds an infant which appears to be in distraught.</s>A young boy holds a crying baby.
5342,A young boy holds an infant which appears to be in distraught.,A young boy sits next to a crying baby.,contradiction,neutral,The baby is not necessarily crying.,A young boy holds an infant which appears to be in distraught.</s>A young boy sits next to a crying baby.
5343,A brother holding his younger brother outside in cold air.,There is a brother and sister pair.,contradiction,neutral,The younger brother is not necessarily a sister.,A brother holding his younger brother outside in cold air.</s>There is a brother and sister pair.
5344,A brother holding his younger brother outside in cold air.,There are two brothers.,entailment,entailment,The younger brother is a brother.,A brother holding his younger brother outside in cold air.</s>There are two brothers.
5345,A brother holding his younger brother outside in cold air.,It is winter.,neutral,entailment,The brother is wearing a jacket and the younger brother is wearing a coat.,A brother holding his younger brother outside in cold air.</s>It is winter.
5346,An old man wit a straw hat and umbrella is smiling while sitting and watching something in the distance.,The hat is dirty.,neutral,neutral,The hat is not necessarily dirty.,An old man wit a straw hat and umbrella is smiling while sitting and watching something in the distance.</s>The hat is dirty.
5347,An old man wit a straw hat and umbrella is smiling while sitting and watching something in the distance.,The hat is made out of clay.,contradiction,neutral,The hat is not necessarily made out of clay.,An old man wit a straw hat and umbrella is smiling while sitting and watching something in the distance.</s>The hat is made out of clay.
5348,An old man wit a straw hat and umbrella is smiling while sitting and watching something in the distance.,There is a straw hat.,entailment,entailment,The old man is wearing a straw hat.,An old man wit a straw hat and umbrella is smiling while sitting and watching something in the distance.</s>There is a straw hat.
5349,Three cheerleaders are rooting for their team.,The cheerleaders show their team support.,entailment,entailment,"The cheerleaders are rooting for their team, which is a way to show support.",Three cheerleaders are rooting for their team.</s>The cheerleaders show their team support.
5350,Three cheerleaders are rooting for their team.,The cheerleaders are taking a break.,contradiction,neutral,The cheerleaders are not necessarily taking a break.,Three cheerleaders are rooting for their team.</s>The cheerleaders are taking a break.
5351,Three cheerleaders are rooting for their team.,One of the cheerleaders is male.,neutral,contradiction,Cheerleaders are usually female.,Three cheerleaders are rooting for their team.</s>One of the cheerleaders is male.
5352,A young boy wearing a red shirt with yellow writing on it and a red sports cap is squatted in shallow water and touching a yellow pail filled with sand.,"The little kid with a red shirt and yellow letters, stood on a foot stool to reach both his hands into the dirty water in the sink.",contradiction,contradiction,The boy is not standing on a foot stool. The water is not dirty. The pail is not a sink.,"A young boy wearing a red shirt with yellow writing on it and a red sports cap is squatted in shallow water and touching a yellow pail filled with sand.</s>The little kid with a red shirt and yellow letters, stood on a foot stool to reach both his hands into the dirty water in the sink."
5353,A young boy wearing a red shirt with yellow writing on it and a red sports cap is squatted in shallow water and touching a yellow pail filled with sand.,"Trying to get the attention of his parents, the little red-shirted imp continued to dig handfuls of sand out of the yellow bucket and hurl them at the people lying on the beach.",neutral,neutral,The boy is not necessarily trying to get the attention of his parents.,"A young boy wearing a red shirt with yellow writing on it and a red sports cap is squatted in shallow water and touching a yellow pail filled with sand.</s>Trying to get the attention of his parents, the little red-shirted imp continued to dig handfuls of sand out of the yellow bucket and hurl them at the people lying on the beach."
5354,A young boy wearing a red shirt with yellow writing on it and a red sports cap is squatted in shallow water and touching a yellow pail filled with sand.,The young boy in the red shirt had his finger touching the sand filled yellow pail.,entailment, ,The young boy in the red shirt is the same as the young boy in the red shirt with yellow writing on it and a red sports cap.,A young boy wearing a red shirt with yellow writing on it and a red sports cap is squatted in shallow water and touching a yellow pail filled with sand.</s>The young boy in the red shirt had his finger touching the sand filled yellow pail.
5355,A bride and her groom embracing.,The two people just got married.,neutral,entailment,The bride and groom are embracing.,A bride and her groom embracing.</s>The two people just got married.
5356,A bride and her groom embracing.,The two people are swimming.,contradiction,contradiction,The two people are not swimming.,A bride and her groom embracing.</s>The two people are swimming.
5357,A bride and her groom embracing.,The bride and groom holding eachother.,entailment,entailment,The bride and groom are the same people as the bride and groom holding eachother.,A bride and her groom embracing.</s>The bride and groom holding eachother.
5358,Four snowsuit clad children climb up a snowy hillside.,Four children are outside in the snow.,entailment,entailment,"The children are wearing snowsuits, which means they are outside in the snow.",Four snowsuit clad children climb up a snowy hillside.</s>Four children are outside in the snow.
5359,Four snowsuit clad children climb up a snowy hillside.,It is summertime and warm outside.,contradiction,"contradiction

Pre","If it is summertime, it is warm outside. If it is warm outside, you will not be wearing a snowsuit.",Four snowsuit clad children climb up a snowy hillside.</s>It is summertime and warm outside.
5360,Four snowsuit clad children climb up a snowy hillside.,The children are going sledding.,neutral,entailment,"The children are wearing snowsuits, which is what you would wear when you go sledding.",Four snowsuit clad children climb up a snowy hillside.</s>The children are going sledding.
5361,Four children climbing up a snow covered hill.,Four children climb up an Icy palace in the Norwegian countryside,contradiction,neutral,The hill is not necessarily a palace.,Four children climbing up a snow covered hill.</s>Four children climb up an Icy palace in the Norwegian countryside
5362,Four children climbing up a snow covered hill.,Four children are climbing in the snow of a covered hill,neutral,neutral,The snow is not necessarily covering the hill.,Four children climbing up a snow covered hill.</s>Four children are climbing in the snow of a covered hill
5363,Four children climbing up a snow covered hill.,Four children are climbing on a snowy hill,entailment,entailment,"The hill is covered in snow, so it is snowy.",Four children climbing up a snow covered hill.</s>Four children are climbing on a snowy hill
5364,"Four kids climb a snowy hill, one struggles.",kids are climbing a hill covered with snow while on school vacation,neutral,neutral,"The kids are climbing a snowy hill, not a hill covered with snow.","Four kids climb a snowy hill, one struggles.</s>kids are climbing a hill covered with snow while on school vacation"
5365,"Four kids climb a snowy hill, one struggles.",kids are climbing a hill covered with snow,entailment,entailment,"The hill is covered with snow, so it is snowy.","Four kids climb a snowy hill, one struggles.</s>kids are climbing a hill covered with snow"
5366,"Four kids climb a snowy hill, one struggles.",kids playing in the sand,contradiction,contradiction,Kids playing in the sand is not the same as kids climbing a snowy hill.,"Four kids climb a snowy hill, one struggles.</s>kids playing in the sand"
5367,A woman wearing a white gown and a man wearing a gray suit embracing.,A bride is hugging her groom.,neutral,entailment,The woman is wearing a white gown and the man is wearing a gray suit.,A woman wearing a white gown and a man wearing a gray suit embracing.</s>A bride is hugging her groom.
5368,A woman wearing a white gown and a man wearing a gray suit embracing.,A woman is wearing a white gown.,entailment,entailment,The woman is wearing a white gown.,A woman wearing a white gown and a man wearing a gray suit embracing.</s>A woman is wearing a white gown.
5369,A woman wearing a white gown and a man wearing a gray suit embracing.,A dog is eating.,contradiction,neutral,The dog eating is not related to the woman and man embracing.,A woman wearing a white gown and a man wearing a gray suit embracing.</s>A dog is eating.
5370,A bride and groom stand together in front of a wooden fence.,Newlyweds have their photo taken.,neutral,entailment,The bride and groom are newlyweds.,A bride and groom stand together in front of a wooden fence.</s>Newlyweds have their photo taken.
5371,A bride and groom stand together in front of a wooden fence.,A man and woman are outside.,entailment,entailment,A bride and groom are a man and woman.,A bride and groom stand together in front of a wooden fence.</s>A man and woman are outside.
5372,A bride and groom stand together in front of a wooden fence.,The bride is walking down the aisle to greet her groom.,contradiction,contradiction,"The bride and groom are standing together, not walking down the aisle.",A bride and groom stand together in front of a wooden fence.</s>The bride is walking down the aisle to greet her groom.
5373,A bride and groom are standing in front of a fence.,The bride has blonde hair.,neutral,neutral,The bride's hair is not visible.,A bride and groom are standing in front of a fence.</s>The bride has blonde hair.
5374,A bride and groom are standing in front of a fence.,The bride and groom are dancing in the hotel.,contradiction,neutral,The bride and groom are not necessarily dancing in the hotel.,A bride and groom are standing in front of a fence.</s>The bride and groom are dancing in the hotel.
5375,A bride and groom are standing in front of a fence.,A bride and groom stand near a fence.,entailment,contradiction,"The bride and groom are standing in front of the fence, not near it.",A bride and groom are standing in front of a fence.</s>A bride and groom stand near a fence.
5376,A man crosses a busy city street.,A man almost gets hit by a car.,neutral,neutral,The man could have crossed the street safely.,A man crosses a busy city street.</s>A man almost gets hit by a car.
5377,A man crosses a busy city street.,A man runs across a road without paying attention to traffic.,contradiction,neutral,The man could be paying attention to traffic.,A man crosses a busy city street.</s>A man runs across a road without paying attention to traffic.
5378,A man crosses a busy city street.,"A man makes his way through traffic, no foot.",entailment,entailment,"The man is crossing the street, so he is making his way through traffic.","A man crosses a busy city street.</s>A man makes his way through traffic, no foot."
5379,A man in a white shirt and tie walking across the street.,A man wearing a uniform walks through a busy street.,neutral,entailment,A white shirt and tie is a uniform.,A man in a white shirt and tie walking across the street.</s>A man wearing a uniform walks through a busy street.
5380,A man in a white shirt and tie walking across the street.,A man walks outside.,entailment,entailment,The man is walking outside.,A man in a white shirt and tie walking across the street.</s>A man walks outside.
5381,A man in a white shirt and tie walking across the street.,A woman walks across the street.,contradiction,contradiction,A man is not a woman.,A man in a white shirt and tie walking across the street.</s>A woman walks across the street.
5382,A man walks across a road with his tie flipped over his shoulder.,A woman walks across a road with her tie flipped over his shoulder.,contradiction,contradiction,A man is not a woman.,A man walks across a road with his tie flipped over his shoulder.</s>A woman walks across a road with her tie flipped over his shoulder.
5383,A man walks across a road with his tie flipped over his shoulder.,A man walks across a busy road with his tie flipped over his shoulder.,neutral,neutral,The road is not necessarily busy.,A man walks across a road with his tie flipped over his shoulder.</s>A man walks across a busy road with his tie flipped over his shoulder.
5384,A man walks across a road with his tie flipped over his shoulder.,A man walks across a street with his tie blowing in the wind,entailment,contradiction,"The tie is flipped over the shoulder, not blowing in the wind.",A man walks across a road with his tie flipped over his shoulder.</s>A man walks across a street with his tie blowing in the wind
5385,"An older man in a nice dress shirt with a tie over his shoulder, walking across a street in downtown.",A man is sitting in a cafe down town.,contradiction,contradiction,The man is not sitting in a cafe.,"An older man in a nice dress shirt with a tie over his shoulder, walking across a street in downtown.</s>A man is sitting in a cafe down town."
5386,"An older man in a nice dress shirt with a tie over his shoulder, walking across a street in downtown.",A man is walking across a street downtown to get to his favorite shop.,neutral,neutral,The man is not necessarily walking to his favorite shop.,"An older man in a nice dress shirt with a tie over his shoulder, walking across a street in downtown.</s>A man is walking across a street downtown to get to his favorite shop."
