premise,hypothesis,input,label,split,pair_key,available_rationale_count,rationale_1,rationale_type_1,rationale_score_1,rationale_keep_1,rationale_selection_source_1
Two chefs in an Asian restaurant one cooking on a hibachi type girl the other standing by the refrigerators smiling for the camera.,The group of adults are waiting in line at the retail store.,Two chefs in an Asian restaurant one cooking on a hibachi type girl the other standing by the refrigerators smiling for the camera.</s>The group of adults are waiting in line at the retail store.,contradiction,train,two chefs in an asian restaurant one cooking on a hibachi type girl the other standing by the refrigerators smiling for the camera.</s>the group of adults are waiting in line at the retail store.,7,"8. The correct answer is **contradiction**. The hypothesis contradicts the premise, meaning that they cannot both be true at the same time. The premise states that the two chefs are in an Asian restaurant, while the hypothesis states that they are in a retail store. A conditional statement that captures this reasoning is: If two chefs in an Asian restaurant are cooking on a hibachi type grill and smiling for the camera, then two chefs in an Asian restaurant are cooking on a hibachi type grill and smiling for the camera. The converse is also true, and they both negate the hypothesis.",condition,5.0,True,heuristic
Two chefs in an Asian restaurant one cooking on a hibachi type girl the other standing by the refrigerators smiling for the camera.,Two adults inside a building.,Two chefs in an Asian restaurant one cooking on a hibachi type girl the other standing by the refrigerators smiling for the camera.</s>Two adults inside a building.,entailment,train,two chefs in an asian restaurant one cooking on a hibachi type girl the other standing by the refrigerators smiling for the camera.</s>two adults inside a building.,7,"9. The correct answer is **entailment**. The hypothesis is entailed by the premise, meaning that it follows logically from the premise. The premise provides more specific information than the hypothesis, but they are both consistent with each other. A conditional statement that captures this reasoning is: If two chefs in an Asian restaurant are cooking on a hibachi type grill and smiling for the camera, then two adults are inside a building. The converse is not necessarily true, but it does not contradict the premise.",condition,5.0,True,heuristic
Two chefs in an Asian restaurant one cooking on a hibachi type girl the other standing by the refrigerators smiling for the camera.,The chefs are preparing a dinner for a celebrity.,Two chefs in an Asian restaurant one cooking on a hibachi type girl the other standing by the refrigerators smiling for the camera.</s>The chefs are preparing a dinner for a celebrity.,neutral,test,two chefs in an asian restaurant one cooking on a hibachi type girl the other standing by the refrigerators smiling for the camera.</s>the chefs are preparing a dinner for a celebrity.,7,"10. The correct answer is **neutral**. The hypothesis is neither entailed nor contradicted by the premise. The premise does not imply that the chefs are preparing a dinner for a celebrity, but it also does not rule out that possibility. A conditional statement that captures this reasoning is: If two chefs in an Asian restaurant are cooking on a hibachi type grill and smiling for the camera, then two chefs in an Asian restaurant are cooking on a hibachi type grill and smiling for the camera. However, this statement has nothing to do with the hypothesis.",condition,5.0,True,heuristic
Two girls are playing soccer with orange and white uniforms.,Girls are sleeping.,Two girls are playing soccer with orange and white uniforms.</s>Girls are sleeping.,contradiction,train,two girls are playing soccer with orange and white uniforms.</s>girls are sleeping.,7,"1. The correct answer is **contradiction**. A contradiction occurs when the hypothesis is logically incompatible with the premise. In this case, the hypothesis Girls are sleeping. contradicts the premise Two girls are playing soccer with orange and white uniforms. A possible conditional statement to explain this is: If two girls are playing soccer, then they are not sleeping.",condition,5.0,True,heuristic
Two girls are playing soccer with orange and white uniforms.,Girls are playing soccer.,Two girls are playing soccer with orange and white uniforms.</s>Girls are playing soccer.,entailment,train,two girls are playing soccer with orange and white uniforms.</s>girls are playing soccer.,7,"3. The correct answer is **entailment**. An entailment occurs when the hypothesis is logically implied by the premise. In this case, the hypothesis Girls are playing soccer. is entailed by the premise Two girls are playing soccer with orange and white uniforms. A possible conditional statement to explain this is: If two girls are playing soccer with orange and white uniforms, then they are playing soccer.",condition,5.0,True,heuristic
Two girls in jerseys running toward a soccer ball,The girls in jerseys are racing for the ball.,Two girls in jerseys running toward a soccer ball</s>The girls in jerseys are racing for the ball.,neutral,train,two girls in jerseys running toward a soccer ball</s>the girls in jerseys are racing for the ball.,7,"4. The correct answer is **neutral**. A neutral relation occurs when the hypothesis is neither entailed nor contradicted by the premise. In this case, the hypothesis The girls in jerseys are racing for the ball. is neither implied nor incompatible with the premise Two girls in jerseys running toward a soccer ball. A possible conditional statement to explain this is: If two girls in jerseys are running toward a soccer ball, then they may or may not be racing for the ball.",condition,5.0,True,heuristic
Two girls in jerseys running toward a soccer ball,The girls are playing soccer.,Two girls in jerseys running toward a soccer ball</s>The girls are playing soccer.,entailment,test,two girls in jerseys running toward a soccer ball</s>the girls are playing soccer.,7,"5. The correct answer is **entailment**. An entailment occurs when the hypothesis is logically implied by the premise. In this case, the hypothesis The girls are playing soccer. is entailed by the premise Two girls in jerseys running toward a soccer ball. A possible conditional statement to explain this is: If two girls in jerseys are running toward a soccer ball, then they are playing soccer.",condition,5.0,True,heuristic
Two girls in jerseys running toward a soccer ball,Two girls in jerseys are running away from a skunk.,Two girls in jerseys running toward a soccer ball</s>Two girls in jerseys are running away from a skunk.,contradiction,train,two girls in jerseys running toward a soccer ball</s>two girls in jerseys are running away from a skunk.,7,"6. The correct answer is **contradiction**. A contradiction occurs when the hypothesis is logically incompatible with the premise. In this case, the hypothesis Two girls in jerseys are running away from a skunk. contradicts the premise Two girls in jerseys running toward a soccer ball. A possible conditional statement to explain this is: If two girls in jerseys are running toward a soccer ball, then they are not running away from a skunk.",condition,5.0,True,heuristic
Two little girls in red and white strips are chasing after a soccer ball.,The girls are sisters,Two little girls in red and white strips are chasing after a soccer ball.</s>The girls are sisters,neutral,valid,two little girls in red and white strips are chasing after a soccer ball.</s>the girls are sisters,7,"7. The correct answer is **neutral**. A neutral relation occurs when the hypothesis is neither entailed nor contradicted by the premise. In this case, the hypothesis The girls are sisters. is neither implied nor incompatible with the premise Two little girls in red and white strips are chasing after a soccer ball. A possible conditional statement to explain this is: If two little girls in red and white strips are chasing after a soccer ball, then they may or may not be sisters.",condition,5.0,True,heuristic
Two little girls in red and white strips are chasing after a soccer ball.,Two girls are in red and white stripes,Two little girls in red and white strips are chasing after a soccer ball.</s>Two girls are in red and white stripes,entailment,train,two little girls in red and white strips are chasing after a soccer ball.</s>two girls are in red and white stripes,7,"8. The correct answer is **entailment**. An entailment occurs when the hypothesis is logically implied by the premise. In this case, the hypothesis Two girls are in red and white stripes. is entailed by the premise Two little girls in red and white strips are chasing after a soccer ball. A possible conditional statement to explain this is: If two little girls in red and white strips are chasing after a soccer ball, then two girls are in red and white stripes.",condition,5.0,True,heuristic
Two little girls in red and white strips are chasing after a soccer ball.,The girls are in a black shirt,Two little girls in red and white strips are chasing after a soccer ball.</s>The girls are in a black shirt,contradiction,valid,two little girls in red and white strips are chasing after a soccer ball.</s>the girls are in a black shirt,7,"9. The correct answer is **contradiction**. A contradiction occurs when the hypothesis is logically incompatible with the premise. In this case, the hypothesis The girls are in a black shirt. contradicts the premise Two little girls in red and white strips are chasing after a soccer ball. A possible conditional statement to explain this is: If two little girls in red and white strips are chasing after a soccer ball, then they are not in a black shirt.",condition,5.0,True,heuristic
Two girls in red soccer uniforms running after a soccer ball.,Two girls are playing a game of soccer.,Two girls in red soccer uniforms running after a soccer ball.</s>Two girls are playing a game of soccer.,entailment,train,two girls in red soccer uniforms running after a soccer ball.</s>two girls are playing a game of soccer.,7,"10. The correct answer is **entailment**. An entailment occurs when the hypothesis is logically implied by the premise. In this case, the hypothesis Two girls are playing a game of soccer. is entailed by the premise Two girls in red soccer uniforms running after a soccer ball. A possible conditional statement to explain this is: If two girls in red soccer uniforms are running after a soccer ball, then they are playing a game of soccer. I hope this helps you understand the concept of natural language inference. If you have any more questions, feel free to ask me. 😊",condition,5.0,True,heuristic
Two girls in red soccer uniforms running after a soccer ball.,Two girls are playing cricket.,Two girls in red soccer uniforms running after a soccer ball.</s>Two girls are playing cricket.,contradiction,train,two girls in red soccer uniforms running after a soccer ball.</s>two girls are playing cricket.,7,"1. The correct answer is **contradiction**. A contradiction occurs when the hypothesis is logically incompatible with the premise. In this case, the premise states that the two girls are wearing soccer uniforms and running after a soccer ball, which implies that they are playing soccer. The hypothesis states that they are playing cricket, which is a different sport that does not involve soccer uniforms or a soccer ball. Therefore, the hypothesis contradicts the premise. We can write the conditional statement as follows: If two girls are wearing soccer uniforms and running after a soccer ball, then they are not playing cricket.",condition,5.0,True,heuristic
Two girls in red soccer uniforms running after a soccer ball.,Two girls are playing in the championship soccer gamer.,Two girls in red soccer uniforms running after a soccer ball.</s>Two girls are playing in the championship soccer gamer.,neutral,train,two girls in red soccer uniforms running after a soccer ball.</s>two girls are playing in the championship soccer gamer.,7,"2. The most likely answer is **neutral**. This is because the premise does not provide enough information to determine whether the two girls are playing in the championship soccer game or not. It is possible that they are, but it is also possible that they are playing in a practice game, a friendly game, or a casual game. Therefore, the hypothesis is neither entailed nor contradicted by the premise.",contrastive,5.0,True,heuristic
A man bicycles through a parking lot.,The man is old.,A man bicycles through a parking lot.</s>The man is old.,neutral,train,a man bicycles through a parking lot.</s>the man is old.,7,"4. The most likely answer is **neutral**. This is because the premise does not provide enough information to determine whether the man is old or not. It is possible that he is, but it is also possible that he is not. Age is a relative concept that depends on various factors, such as appearance, health, and culture. Therefore, the hypothesis is neither entailed nor contradicted by the premise.",contrastive,5.0,True,heuristic
A man bicycles through a parking lot.,A man has a bicycle.,A man bicycles through a parking lot.</s>A man has a bicycle.,entailment,train,a man bicycles through a parking lot.</s>a man has a bicycle.,7,"5. The correct answer is **entailment**. An entailment occurs when the hypothesis is logically implied or follows from the premise. In this case, the premise states that a man bicycles through a parking lot, which implies that he has a bicycle. The hypothesis states that a man has a bicycle, which is exactly what the premise entails. Therefore, the hypothesis is entailed by the premise. We can write the conditional statement as follows: If a man bicycles through a parking lot, then he has a bicycle.",condition,5.0,True,heuristic
Two people huddle together on a brownstone door stoop.,Two salesman are working together.,Two people huddle together on a brownstone door stoop.</s>Two salesman are working together.,neutral,valid,two people huddle together on a brownstone door stoop.</s>two salesman are working together.,7,"6. The answer is **neutral**. The premise and the hypothesis are logically independent, as they do not entail or contradict each other. It is possible that two people who huddle together on a brownstone door stoop are salesmen who are working together, but it is not necessarily true or false based on the premise alone. There could be other reasons why they are huddling together, such as friendship, romance, shelter, etc. There could also be other occupations that they have, such as teachers, lawyers, artists, etc.",consensus,5.0,True,heuristic
Two people huddle together on a brownstone door stoop.,Two people are outside.,Two people huddle together on a brownstone door stoop.</s>Two people are outside.,entailment,test,two people huddle together on a brownstone door stoop.</s>two people are outside.,7,"7. The correct answer is **entailment**. An entailment occurs when the hypothesis is logically implied or follows from the premise. In this case, the premise states that two people huddle together on a brownstone door stoop, which implies that they are outside. The hypothesis states that two people are outside, which is exactly what the premise entails. Therefore, the hypothesis is entailed by the premise. We can write the conditional statement as follows: If two people huddle together on a brownstone door stoop, then they are outside.",condition,5.0,True,heuristic
Two people huddle together on a brownstone door stoop.,A single person is knocking on a door.,Two people huddle together on a brownstone door stoop.</s>A single person is knocking on a door.,contradiction,train,two people huddle together on a brownstone door stoop.</s>a single person is knocking on a door.,7,"8. The correct answer is **contradiction**. A contradiction occurs when the hypothesis is logically incompatible with the premise. In this case, the premise states that two people huddle together on a brownstone door stoop, which implies that there are two people present. The hypothesis states that a single person is knocking on a door, which implies that there is only one person present. Therefore, the hypothesis contradicts the premise. We can write the conditional statement as follows: If two people huddle together on a brownstone door stoop, then there is not a single person knocking on a door.",condition,5.0,True,heuristic
A person wearing a gray sweatshirt bikes through an alley full of parked cars on a cool fall day.,A person is outside.,A person wearing a gray sweatshirt bikes through an alley full of parked cars on a cool fall day.</s>A person is outside.,entailment,train,a person wearing a gray sweatshirt bikes through an alley full of parked cars on a cool fall day.</s>a person is outside.,7,"1. The correct answer is **entailment**. This means that the hypothesis is true if the premise is true. We can explain this using a conditional statement: If a person is wearing a gray sweatshirt and bikes through an alley full of parked cars on a cool fall day, then the person is outside.",condition,5.0,True,heuristic
A person is a riding a bike through a parking lot with dead trees in the background.,The person is riding their bike to a store.,A person is a riding a bike through a parking lot with dead trees in the background.</s>The person is riding their bike to a store.,neutral,train,a person is a riding a bike through a parking lot with dead trees in the background.</s>the person is riding their bike to a store.,7,"2. The correct answer is **neutral**. This means that the hypothesis is neither true nor false based on the premise. We can explain this using a conditional statement: If a person is riding a bike through a parking lot with dead trees in the background, then the person may or may not be riding their bike to a store.",condition,5.0,True,heuristic
A person is a riding a bike through a parking lot with dead trees in the background.,A person is riding a bike.,A person is a riding a bike through a parking lot with dead trees in the background.</s>A person is riding a bike.,entailment,valid,a person is a riding a bike through a parking lot with dead trees in the background.</s>a person is riding a bike.,7,"3. The correct answer is **entailment**. This means that the hypothesis is true if the premise is true. We can explain this using a conditional statement: If a person is riding a bike through a parking lot with dead trees in the background, then the person is riding a bike.",condition,5.0,True,heuristic
A person is a riding a bike through a parking lot with dead trees in the background.,The person is walking.,A person is a riding a bike through a parking lot with dead trees in the background.</s>The person is walking.,contradiction,train,a person is a riding a bike through a parking lot with dead trees in the background.</s>the person is walking.,7,"4. The correct answer is **contradiction**. This means that the hypothesis is false if the premise is true. We can explain this using a conditional statement: If a person is riding a bike through a parking lot with dead trees in the background, then the person is not walking.",condition,5.0,True,heuristic
A parking lot with a bicyclist riding through it.,a woman falling off a bike in a parking lot,A parking lot with a bicyclist riding through it.</s>a woman falling off a bike in a parking lot,contradiction,train,a parking lot with a bicyclist riding through it.</s>a woman falling off a bike in a parking lot,7,"1. The most likely answer is **contradiction**. This means that the hypothesis is logically incompatible with the premise. The premise states that there is a bicyclist riding through a parking lot, but the hypothesis states that there is a woman falling off a bike in a parking lot. These two events cannot happen at the same time, so they contradict each other. The other options are not better because entailment means that the hypothesis follows from the premise, which is not the case here, and neutral means that the hypothesis is neither entailed nor contradicted by the premise, which is also not the case here.",comparative,5.0,True,heuristic
A parking lot with a bicyclist riding through it.,a man learning to ride a bike in s parking lot,A parking lot with a bicyclist riding through it.</s>a man learning to ride a bike in s parking lot,neutral,test,a parking lot with a bicyclist riding through it.</s>a man learning to ride a bike in s parking lot,7,"6. The correct answer is **neutral**. This means that the hypothesis is neither true nor false based on the premise. We can explain this using a conditional statement: If there is a parking lot with a bicyclist riding through it, then there may or may not be a man learning to ride a bike in the parking lot.",condition,5.0,True,heuristic
A parking lot with a bicyclist riding through it.,a human riding a bike in a parking lot,A parking lot with a bicyclist riding through it.</s>a human riding a bike in a parking lot,entailment,test,a parking lot with a bicyclist riding through it.</s>a human riding a bike in a parking lot,7,"7. The correct answer is **entailment**. This means that the hypothesis is true if the premise is true. We can explain this using a conditional statement: If there is a parking lot with a bicyclist riding through it, then there is a human riding a bike in the parking lot.",condition,5.0,True,heuristic
A person riding a bike in a parking lot.,A person is riding a skateboard.,A person riding a bike in a parking lot.</s>A person is riding a skateboard.,contradiction,train,a person riding a bike in a parking lot.</s>a person is riding a skateboard.,7,"8. The correct answer is **contradiction**. This means that the hypothesis is false if the premise is true. We can explain this using a conditional statement: If a person is riding a bike in a parking lot, then the person is not riding a skateboard.",condition,5.0,True,heuristic
A person riding a bike in a parking lot.,A person is riding a bike.,A person riding a bike in a parking lot.</s>A person is riding a bike.,entailment,train,a person riding a bike in a parking lot.</s>a person is riding a bike.,7,"9. The correct answer is **entailment**. This means that the hypothesis is true if the premise is true. We can explain this using a conditional statement: If a person is riding a bike in a parking lot, then the person is riding a bike.",condition,5.0,True,heuristic
A person riding a bike in a parking lot.,A person is stealing a bike.,A person riding a bike in a parking lot.</s>A person is stealing a bike.,neutral,train,a person riding a bike in a parking lot.</s>a person is stealing a bike.,7,"10. The correct answer is **neutral**. This means that the hypothesis is neither true nor false based on the premise. We can explain this using a conditional statement: If a person is riding a bike in a parking lot, then the person may or may not be stealing a bike. I hope this helps you understand the concept of entailment, neutral, and contradiction. If you have any more questions, feel free to ask me. 😊",condition,5.0,True,heuristic
"Two painters standing on a ladder are painting the outside of a business, with a man in a red burgundy shirt talking on a cell.",Men play ring-around-the-rosies.,"Two painters standing on a ladder are painting the outside of a business, with a man in a red burgundy shirt talking on a cell.</s>Men play ring-around-the-rosies.",contradiction,train,"two painters standing on a ladder are painting the outside of a business, with a man in a red burgundy shirt talking on a cell.</s>men play ring-around-the-rosies.",7,"1. The correct answer is **contradiction**. A contradiction is when the hypothesis is logically incompatible with the premise. If the premise is true, then the hypothesis must be false. A possible conditional statement is: If two painters are standing on a ladder and painting the outside of a business, then they are not playing ring-around-the-rosies.",condition,5.0,True,heuristic
"Two painters standing on a ladder are painting the outside of a business, with a man in a red burgundy shirt talking on a cell.",A man fields a call about his workers painting the wrong company name on a storefront.,"Two painters standing on a ladder are painting the outside of a business, with a man in a red burgundy shirt talking on a cell.</s>A man fields a call about his workers painting the wrong company name on a storefront.",neutral,train,"two painters standing on a ladder are painting the outside of a business, with a man in a red burgundy shirt talking on a cell.</s>a man fields a call about his workers painting the wrong company name on a storefront.",7,"2. The correct answer is **neutral**. A neutral is when the hypothesis is neither entailed nor contradicted by the premise. The premise does not provide enough information to verify or falsify the hypothesis. A possible conditional statement is: If two painters are standing on a ladder and painting the outside of a business, then it is possible but not certain that a man fields a call about his workers painting the wrong company name on a storefront.",condition,5.0,True,heuristic
"Two painters standing on a ladder are painting the outside of a business, with a man in a red burgundy shirt talking on a cell.",Men paint a business.,"Two painters standing on a ladder are painting the outside of a business, with a man in a red burgundy shirt talking on a cell.</s>Men paint a business.",entailment,test,"two painters standing on a ladder are painting the outside of a business, with a man in a red burgundy shirt talking on a cell.</s>men paint a business.",7,"3. The correct answer is **entailment**. An entailment is when the hypothesis is logically implied by the premise. If the premise is true, then the hypothesis must be true as well. A possible conditional statement is: If two painters are standing on a ladder and painting the outside of a business, then men paint a business.",condition,5.0,True,heuristic
"Women and a younger child riding on a carousal, both are wearing blue coats.",They are at home.,"Women and a younger child riding on a carousal, both are wearing blue coats.</s>They are at home.",contradiction,train,"women and a younger child riding on a carousal, both are wearing blue coats.</s>they are at home.",7,"4. The correct answer is **contradiction**. A contradiction is when the hypothesis is logically incompatible with the premise. If the premise is true, then the hypothesis must be false. A possible conditional statement is: If women and a younger child are riding on a carousal, then they are not at home.",condition,5.0,True,heuristic
"Women and a younger child riding on a carousal, both are wearing blue coats.",The Mother and child have blue coats are on the carousal.,"Women and a younger child riding on a carousal, both are wearing blue coats.</s>The Mother and child have blue coats are on the carousal.",entailment,train,"women and a younger child riding on a carousal, both are wearing blue coats.</s>the mother and child have blue coats are on the carousal.",7,"6. The correct answer is **entailment**. An entailment is when the hypothesis is logically implied by the premise. If the premise is true, then the hypothesis must be true as well. A possible conditional statement is: If women and a younger child are riding on a carousal, then the mother and child have blue coats are on the carousal.",condition,5.0,True,heuristic
A female child with a towel next to a sink.,"Girl, sick, sits in the bathroom by the sink.","A female child with a towel next to a sink.</s>Girl, sick, sits in the bathroom by the sink.",neutral,valid,"a female child with a towel next to a sink.</s>girl, sick, sits in the bathroom by the sink.",7,"8. The correct answer is **neutral**. A neutral is when the hypothesis is neither entailed nor contradicted by the premise. The premise does not provide enough information to verify or falsify the hypothesis. A possible conditional statement is: If a female child is with a towel next to a sink, then it is possible but not certain that she is sick and sits in the bathroom by the sink.",condition,5.0,True,heuristic
A female child with a towel next to a sink.,Girls sits by sink with towel.,A female child with a towel next to a sink.</s>Girls sits by sink with towel.,entailment,train,a female child with a towel next to a sink.</s>girls sits by sink with towel.,7,"9. The correct answer is **entailment**. An entailment is when the hypothesis is logically implied by the premise. If the premise is true, then the hypothesis must be true as well. A possible conditional statement is: If a female child is with a towel next to a sink, then she sits by sink with towel.",condition,5.0,True,heuristic
A shirtless man is having a conversation with a seated man while a blond woman sleeps.,A shirtless woman is having a conversation with a seated man while a blond woman sleeps.,A shirtless man is having a conversation with a seated man while a blond woman sleeps.</s>A shirtless woman is having a conversation with a seated man while a blond woman sleeps.,contradiction,test,a shirtless man is having a conversation with a seated man while a blond woman sleeps.</s>a shirtless woman is having a conversation with a seated man while a blond woman sleeps.,7,"10. The correct answer is **contradiction**. A contradiction is when the hypothesis is logically incompatible with the premise. If the premise is true, then the hypothesis must be false. A possible conditional statement is: If a shirtless man is having a conversation with a seated man while a blond woman sleeps, then there is not a shirtless woman having a conversation with a seated man while a blond woman sleeps.",condition,5.0,True,heuristic
A shirtless man is having a conversation with a seated man while a blond woman sleeps.,A man is having a conversation with another man while a blond woman sleeps.,A shirtless man is having a conversation with a seated man while a blond woman sleeps.</s>A man is having a conversation with another man while a blond woman sleeps.,entailment,valid,a shirtless man is having a conversation with a seated man while a blond woman sleeps.</s>a man is having a conversation with another man while a blond woman sleeps.,7,"1. The correct answer is **entailment**. This means that the hypothesis is true if the premise is true. We can explain this using a conditional statement as follows: If a shirtless man is having a conversation with a seated man while a blond woman sleeps, then a man is having a conversation with another man while a blond woman sleeps.",condition,5.0,True,heuristic
A shirtless man is having a conversation with a seated man while a blond woman sleeps.,A man is having a conversation with a man while a blond woman sleeps on the couch.,A shirtless man is having a conversation with a seated man while a blond woman sleeps.</s>A man is having a conversation with a man while a blond woman sleeps on the couch.,neutral,train,a shirtless man is having a conversation with a seated man while a blond woman sleeps.</s>a man is having a conversation with a man while a blond woman sleeps on the couch.,7,"2. The correct answer is **neutral**. This means that the hypothesis is neither true nor false based on the premise. We can explain this using a conditional statement as follows: If a shirtless man is having a conversation with a seated man while a blond woman sleeps, then a man is having a conversation with a man while a blond woman sleeps on the couch, **if and only if** the blond woman is sleeping on the couch.",condition,5.0,True,heuristic
a couple cuddling in a corner on a set of stares,"A couple is holding hands while walking down the street,.","a couple cuddling in a corner on a set of stares</s>A couple is holding hands while walking down the street,.",contradiction,train,"a couple cuddling in a corner on a set of stares</s>a couple is holding hands while walking down the street,.",7,"3. The correct answer is **contradiction**. This means that the hypothesis is false if the premise is true. We can explain this using a conditional statement as follows: If a couple is cuddling in a corner on a set of stairs, then a couple is holding hands while walking down the street, **only if** the couple is not cuddling in a corner on a set of stairs.",condition,5.0,True,heuristic
a couple cuddling in a corner on a set of stares,A couple is discussing their future.,a couple cuddling in a corner on a set of stares</s>A couple is discussing their future.,neutral,train,a couple cuddling in a corner on a set of stares</s>a couple is discussing their future.,7,"4. The correct answer is **neutral**. This means that the hypothesis is neither true nor false based on the premise. We can explain this using a conditional statement as follows: If a couple is cuddling in a corner on a set of stairs, then a couple is discussing their future, **if and only if** the couple is talking about their future while cuddling.",condition,5.0,True,heuristic
a couple cuddling in a corner on a set of stares,A couple is having some alone time together.,a couple cuddling in a corner on a set of stares</s>A couple is having some alone time together.,entailment,valid,a couple cuddling in a corner on a set of stares</s>a couple is having some alone time together.,7,"5. The correct answer is **entailment**. This means that the hypothesis is true if the premise is true. We can explain this using a conditional statement as follows: If a couple is cuddling in a corner on a set of stairs, then a couple is having some alone time together.",condition,5.0,True,heuristic
"A man is bent over by an old stone wall, looking into his backpack.",A man is indoors.,"A man is bent over by an old stone wall, looking into his backpack.</s>A man is indoors.",contradiction,train,"a man is bent over by an old stone wall, looking into his backpack.</s>a man is indoors.",7,"6. The correct answer is **contradiction**. This means that the hypothesis is false if the premise is true. We can explain this using a conditional statement as follows: If a man is bent over by an old stone wall, looking into his backpack, then a man is indoors, **only if** the man is not bent over by an old stone wall.",condition,5.0,True,heuristic
"A man is bent over by an old stone wall, looking into his backpack.",A man is wearing a jacket.,"A man is bent over by an old stone wall, looking into his backpack.</s>A man is wearing a jacket.",neutral,train,"a man is bent over by an old stone wall, looking into his backpack.</s>a man is wearing a jacket.",7,"7. The correct answer is **neutral**. This means that the hypothesis is neither true nor false based on the premise. We can explain this using a conditional statement as follows: If a man is bent over by an old stone wall, looking into his backpack, then a man is wearing a jacket, **if and only if** the man has a jacket on.",condition,5.0,True,heuristic
"A man is bent over by an old stone wall, looking into his backpack.",A man is near a structure.,"A man is bent over by an old stone wall, looking into his backpack.</s>A man is near a structure.",entailment,valid,"a man is bent over by an old stone wall, looking into his backpack.</s>a man is near a structure.",7,"8. The correct answer is **entailment**. This means that the hypothesis is true if the premise is true. We can explain this using a conditional statement as follows: If a man is bent over by an old stone wall, looking into his backpack, then a man is near a structure.",condition,5.0,True,heuristic
A man in a maroon shirt is outside bending down next to a concrete wall.,A man wearing a maroon shirt is beside a wall.,A man in a maroon shirt is outside bending down next to a concrete wall.</s>A man wearing a maroon shirt is beside a wall.,entailment,train,a man in a maroon shirt is outside bending down next to a concrete wall.</s>a man wearing a maroon shirt is beside a wall.,7,"9. The correct answer is **entailment**. This means that the hypothesis is true if the premise is true. We can explain this using a conditional statement as follows: If a man in a maroon shirt is outside bending down next to a concrete wall, then a man wearing a maroon shirt is beside a wall.",condition,5.0,True,heuristic
A man in a maroon shirt is outside bending down next to a concrete wall.,The man is standing upright next to a concrete wall.,A man in a maroon shirt is outside bending down next to a concrete wall.</s>The man is standing upright next to a concrete wall.,contradiction,valid,a man in a maroon shirt is outside bending down next to a concrete wall.</s>the man is standing upright next to a concrete wall.,7,"10. The correct answer is **contradiction**. This means that the hypothesis is false if the premise is true. We can explain this using a conditional statement as follows: If a man in a maroon shirt is outside bending down next to a concrete wall, then the man is standing upright next to a concrete wall, **only if** the man is not bending down next to a concrete wall.",condition,5.0,True,heuristic
A man in a maroon shirt is outside bending down next to a concrete wall.,A man is picking up something from the ground beside a wall.,A man in a maroon shirt is outside bending down next to a concrete wall.</s>A man is picking up something from the ground beside a wall.,neutral,train,a man in a maroon shirt is outside bending down next to a concrete wall.</s>a man is picking up something from the ground beside a wall.,7,"1. The correct answer is **neutral**. The hypothesis is neither entailed nor contradicted by the premise. The premise does not provide enough information to determine whether the man is picking up something from the ground or not. A possible conditional statement is: If the man is picking up something from the ground, then he is bending down next to a wall. However, the converse is not necessarily true. Bending down next to a wall does not imply picking up something from the ground.",condition,5.0,True,heuristic
A man standing bent over in front of an overpass.,A man is out side.,A man standing bent over in front of an overpass.</s>A man is out side.,entailment,train,a man standing bent over in front of an overpass.</s>a man is out side.,7,"2. The correct answer is **entailment**. The hypothesis is entailed by the premise. The premise provides sufficient information to infer that the man is outside. A possible conditional statement is: If the man is standing bent over in front of an overpass, then he is outside. The converse is not necessarily true. Being outside does not imply standing bent over in front of an overpass.",condition,5.0,True,heuristic
A man standing bent over in front of an overpass.,A man is driving a car.,A man standing bent over in front of an overpass.</s>A man is driving a car.,contradiction,train,a man standing bent over in front of an overpass.</s>a man is driving a car.,7,"3. The correct answer is **contradiction**. The hypothesis is contradicted by the premise. The premise provides enough information to rule out the possibility that the man is driving a car. A possible conditional statement is: If the man is driving a car, then he is not standing bent over in front of an overpass. The converse is also true. If the man is standing bent over in front of an overpass, then he is not driving a car.",condition,5.0,True,heuristic
A man standing bent over in front of an overpass.,A man's car has broken down.,A man standing bent over in front of an overpass.</s>A man's car has broken down.,neutral,train,a man standing bent over in front of an overpass.</s>a man's car has broken down.,7,"4. The correct answer is **neutral**. The hypothesis is neither entailed nor contradicted by the premise. The premise does not provide enough information to determine whether the man's car has broken down or not. A possible conditional statement is: If the man's car has broken down, then he may be standing bent over in front of an overpass. However, the converse is not necessarily true. Standing bent over in front of an overpass does not imply that the man's car has broken down.",condition,5.0,True,heuristic
A person in black pants bends over near a concrete wall.,A naked person stands straight next to the wooden wall.,A person in black pants bends over near a concrete wall.</s>A naked person stands straight next to the wooden wall.,contradiction,train,a person in black pants bends over near a concrete wall.</s>a naked person stands straight next to the wooden wall.,7,"5. The correct answer is **contradiction**. The hypothesis is contradicted by the premise. The premise provides enough information to rule out the possibility that the person is naked or standing straight or next to a wooden wall. A possible conditional statement is: If the person is naked or standing straight or next to a wooden wall, then he or she is not in black pants or bending over or near a concrete wall. The converse is also true. If the person is in black pants or bending over or near a concrete wall, then he or she is not naked or standing straight or next to a wooden wall.",condition,5.0,True,heuristic
