,input,label,llm_label,rationale
639,"The gimmicky low brow TV show was about animals when they what?
Answer Choices:
(a) sick
(b) mammals
(c) males
(d) bite
(e) attack",attack,attack,"The answer must be something that animals do. Of the above choices, only attack is something that animals do."
640,"The kids didn't clean up after they had done what?
Answer Choices:
(a) learn things
(b) play games
(c) disneyland
(d) play with toys
(e) talking",play with toys,play with toys,"The answer must be something that kids do that makes a mess. Of the above choices, only playing with toys makes a mess."
641,"The music was festive but why are the horses dancing in circles
Answer Choices:
(a) carnival
(b) night club
(c) theatre
(d) opera
(e) ringmaster",carnival,ringmaster,"The answer must be something that would make horses dance in circles. Of the above choices, only a ringmaster would make horses dance in circles."
642,"The old style pop ups literally let you see the story when you did what?
Answer Choices:
(a) giggle
(b) visualize
(c) open book
(d) reading
(e) go to movies",open book,open book,"The answer must be something that lets you see the story. Of the above choices, only opening a book lets you see the story."
643,"The place where my linen closet is really needs repainting a light color as it only has one overhead light.
Answer Choices:
(a) house
(b) home
(c) pool house
(d) hallway
(e) bedroom",hallway,hallway,"The answer must be a place in a house that has a linen closet. Of the above choices, only hallway makes sense."
644,"The planet Mercury is unsuitable for human life or what?
Answer Choices:
(a) toxic
(b) uninhabitable
(c) mercury sulphide
(d) poisonous
(e) jupiter",uninhabitable,uninhabitable,"The answer must be something that describes the planet Mercury. Of the above choices, only uninhabitable describes the planet Mercury."
645,"The poker dealer spread the flop of cards across the what?
Answer Choices:
(a) players
(b) play games
(c) casino
(d) table
(e) toy store",table,table,"The answer must be the place where the poker dealer spreads the cards. Of the above choices, only table makes sense."
646,"The potato might be the official vegetable of what?
Answer Choices:
(a) vegans
(b) kitchen cupboard
(c) restaurants
(d) chicken
(e) maryland",maryland,maryland,"The answer must be a place where potatoes are grown. Of the above choices, only Maryland is a place where potatoes are grown."
647,"The smile gave away that the what was one of happiness?
Answer Choices:
(a) manual
(b) rainbow
(c) cry
(d) frown
(e) make others happy too",cry,smile,"The answer must be something that is a sign of happiness. Of the above choices, only a smile is a sign of happiness."
648,"The table wasn't level.  some parts were higher and some were lower with no rhyme or reason.   It was very what?
Answer Choices:
(a) electrical circuit
(b) build evenly
(c) uneven
(d) unbalanced
(e) tilted",uneven,uneven,"The answer must be a word that describes a table that is not level. Of the above choices, only uneven describes a table that is not level."
649,"The teacher doesn't tolerate noise during a test in their what?
Answer Choices:
(a) movie theatre
(b) bowling alley
(c) factory
(d) store
(e) classroom",classroom,classroom,"The answer must be a place where a teacher would give a test. Of the above choices, only a classroom is a place where a teacher would give a test."
650,"The teacher thought that a ferret can be very mischievous and probably wouldn't make a great pet for the entire what?
Answer Choices:
(a) bad mood
(b) hutch
(c) classroom
(d) pair of trousers
(e) year",classroom,classroom,"The answer must be something that a ferret would not make a great pet for. Of the above choices, only a classroom makes sense."
651,"The tiger was stuck in what animal prison where he got lazy and fat?
Answer Choices:
(a) jungle
(b) zoo
(c) kill
(d) india
(e) eat cake",zoo,zoo,"The answer must be a place where animals are kept. Of the above choices, only zoos are places where animals are kept."
652,"The water in clouds turn in to what when it gets cold?
Answer Choices:
(a) typhoon
(b) snowflake
(c) laddle
(d) teardrops
(e) sink",snowflake,snowflake,"The answer must be something that is made of water. Of the above choices, only snowflakes are made of water."
653,"There was many a bottle to choose from behind the cashier where?
Answer Choices:
(a) grocery store
(b) diaper bag
(c) gas station
(d) liquor store
(e) medicine cabinet",liquor store,liquor store,"The answer must be a place where there are many bottles. Of the above choices, only liquor stores have many bottles."
654,"There was no shade for Jenny.  She was forced to lie there exposed to what?
Answer Choices:
(a) full sunlight
(b) bright sunshine
(c) sunny place
(d) eat cake
(e) direct sunlight",full sunlight,direct sunlight,"The answer must be something that Jenny was exposed to. Of the above choices, only direct sunlight makes sense."
655,"There's some new buying products designed to get you money if you have none. The first step is that it will show you how to declare what?
Answer Choices:
(a) tax return
(b) bankruptcy
(c) pleasure
(d) debt
(e) spending money",bankruptcy,bankruptcy,"The answer must be something that is declared. Of the above choices, only bankruptcy is declared."
656,"They were hoping their campaign would create a rise in awareness of the problem and hopefully do what to its effect?
Answer Choices:
(a) set
(b) fall
(c) park
(d) descend
(e) reduce",reduce,fall,"The answer must be the opposite of rise. Of the above choices, only fall is the opposite of rise."
657,"This is an unavoidable physiological consequence of running.  What is it?
Answer Choices:
(a) breathlessness
(b) increased heart rate
(c) falling down
(d) muscle bulk
(e) calluses",increased heart rate,increased heart rate,"The answer must be a physiological consequence of running. Of the above choices, only increased heart rate is a physiological consequence of running."
658,"To get clean clothes you to what to them?
Answer Choices:
(a) get dirty
(b) writing
(c) use water
(d) launder
(e) soap",launder,launder,"The answer must be something that is done to clothes to get them clean. Of the above choices, only launder is done to clothes to get them clean."
659,"To play sports professionally you must do what very often?
Answer Choices:
(a) wash your clothes
(b) get in shape
(c) practice
(d) take off uniform
(e) stretch",practice,practice,"The answer must be something that is done very often. Of the above choices, only practice is done very often."
660,"To see new films you must?
Answer Choices:
(a) open eyes
(b) go to movies
(c) kick ball
(d) make art
(e) look for",go to movies,go to movies,"The answer must be something that you must do to see new films. Of the above choices, only going to the movies allows you to see new films."
661,"To what do trees roots cling?
Answer Choices:
(a) yard
(b) orchard
(c) museum
(d) countryside
(e) surface of earth",surface of earth,surface of earth,"The answer must be something that tree roots cling to. Of the above choices, only surface of earth makes sense."
662,"Traveling from new place to new place is likely to be what?
Answer Choices:
(a) going somewhere
(b) exhilarating
(c) diarrhea
(d) relocation
(e) exhausting",exhilarating,exhausting,"The answer should be the feeling of someone traveling from new place to new place. Of the above choices, the closest feeling is exhausting."
663,"Turkey only has a small northern part of their country located in part of the what?
Answer Choices:
(a) middle east
(b) oven
(c) balkan peninsula
(d) provide meat
(e) asia minor",balkan peninsula,Asia Minor,"The answer must be the name of the peninsula that Turkey is located on. Of the above choices, only Asia Minor is the name of the peninsula that Turkey is located on."
664,"WHat leads to an early death?
Answer Choices:
(a) poisonous gas
(b) homicide
(c) cinder
(d) nuclear weapons
(e) cyanide",homicide,"poisonous gas,","The answer must be something that can lead to an early death. Of the above choices, only poisonous gas, homicide, nuclear weapons, and cyanide can lead to an early death."
665,"WHat type of keyboard is made up of one or more pipe divisions?
Answer Choices:
(a) killing
(b) typewriter
(c) office
(d) terminal
(e) organ",organ,organ,"The answer must be a type of keyboard. Of the above choices, only organ is a type of keyboard."
666,"WHere do people live?
Answer Choices:
(a) apartment
(b) eat cake
(c) bus depot
(d) football stadium
(e) surface of earth",surface of earth,apartment,"The answer must be a place where people live. Of the above choices, only apartment is a place where people live."
667,"What animal has quills all over it?
Answer Choices:
(a) feather
(b) chicken
(c) calligraphy
(d) porcupine
(e) hedgehog",hedgehog,porcupine,"The answer must be an animal with quills. Of the above choices, only porcupines have quills."
668,"What animal is known for being a follower?
Answer Choices:
(a) goat
(b) expensive
(c) lion
(d) wolf
(e) meadow",goat,goat,"The answer must be an animal that is known for being a follower. Of the above choices, only sheep are known for being followers."
669,"What are candles good for eliminating?
Answer Choices:
(a) shelf
(b) board
(c) church
(d) table
(e) dark",dark,dark,"The answer must be something that candles are good for eliminating. Of the above choices, only dark is eliminated by candles."
670,"What are cats often known for?
Answer Choices:
(a) whiskers
(b) sharp teeth
(c) purr
(d) four legs
(e) sharp claws",sharp claws,sharp claws,"The answer must be something that cats are known for. Of the above choices, only sharp claws are something that cats are known for."
671,"What are our bodies doing after having food?
Answer Choices:
(a) falling down
(b) digesting
(c) gas
(d) weight gain
(e) not hungry",digesting,digesting,"The answer must be something that our bodies do after having food. Of the above choices, only digesting is something that our bodies do after having food."
672,"What are people likely to do when an unexpected decent outcome occurs?
Answer Choices:
(a) kill each other
(b) thank god
(c) experience pain
(d) hatred
(e) talk to each other",thank god,thank god,"The answer must be something that people do when an unexpected decent outcome occurs. Of the above choices, only thank god makes sense."
673,"What are people likely to want to do with their friends?
Answer Choices:
(a) own land
(b) own home
(c) talk to each other
(d) believe in god
(e) spend time",spend time,spend time,"The answer must be something that people want to do with their friends. Of the above choices, only spend time makes sense."
674,"What are you getting from you boss at the end of the week?
Answer Choices:
(a) asking for
(b) money
(c) food
(d) work
(e) energy",money,money,"The answer must be something that you get from your boss at the end of the week. Of the above choices, only money is something that you get from your boss at the end of the week."
675,"What are you playing if you're fiddling on a violin?
Answer Choices:
(a) bluegrass music
(b) make music
(c) drop
(d) string instrument
(e) troubles",bluegrass music,bluegrass music,"The answer must be something that is played on a violin. Of the above choices, only bluegrass music is played on a violin."
676,"What are you using if there are speakers strapped on your ears?
Answer Choices:
(a) take it all in
(b) headphones
(c) desktop
(d) conference
(e) concert",headphones,headphones,"The answer must be something that has speakers strapped on your ears. Of the above choices, only headphones have speakers strapped on your ears."
677,"What are you waiting alongside with when you're in a reception area?
Answer Choices:
(a) motel
(b) chair
(c) hospital
(d) people
(e) hotels",people,chair,"The answer must be something that is in a reception area. Of the above choices, only chairs are in a reception area."
678,"What area does a police officer patrol?
Answer Choices:
(a) direct traffic
(b) city
(c) beat
(d) street
(e) park",beat,beat,"The answer must be the area that a police officer patrols. Of the above choices, only beat is the area that a police officer patrols."
679,"What attraction is sometimes so large that you need a map to find your way around?
Answer Choices:
(a) amusement park
(b) truck stop
(c) mcdonalds
(d) backpack
(e) classroom",amusement park,amusement park,"The answer must be something that is so large that you need a map to find your way around. Of the above choices, only amusement parks are so large that you need a map to find your way around."
680,"What blocks sunshine?
Answer Choices:
(a) summer
(b) park
(c) desktop
(d) sea
(e) moon",moon,moon,"The answer must be something that blocks sunshine. Of the above choices, only the moon blocks sunshine."
681,"What can a newspaper be used to do to an engagement?
Answer Choices:
(a) announce
(b) communicate
(c) educate
(d) inform
(e) cancel",announce,announce,"The answer must be something that can be done to an engagement. Of the above choices, only announce and cancel can be done to an engagement."
682,"What can disease destroy?
Answer Choices:
(a) rug
(b) third world country
(c) human body
(d) hospital
(e) building",human body,human body,"The answer must be something that can be destroyed by disease. Of the above choices, only human body can be destroyed by disease."
683,"What can eating hamburger cause immediately after eating it?
Answer Choices:
(a) tasty
(b) health problems
(c) eat cake
(d) indigestion
(e) gain weight",indigestion,indigestion,"The answer must be something that can happen immediately after eating hamburger. Of the above choices, only indigestion can happen immediately after eating hamburger."
684,"What can eating lunch cause that is painful?
Answer Choices:
(a) headache
(b) bad breath
(c) heartburn
(d) gain weight
(e) farts",heartburn,heartburn,"The answer must be something painful that can be caused by eating lunch. Of the above choices, only heartburn is painful."
685,"What can happen if you are buying products that someone else does not want you to buy?
Answer Choices:
(a) joy
(b) disagreements
(c) agony
(d) pleasure
(e) owning",disagreements,disagreements,"The answer must be something that can happen if you are buying products that someone else does not want you to buy. Of the above choices, only disagreements can happen."
686,"What can happen to you when you are using television and it is not interesting?
Answer Choices:
(a) turn off
(b) functions
(c) turning off
(d) entertainment
(e) fall asleep",fall asleep,fall asleep,"The answer must be something that can happen to you when you are using television and it is not interesting. Of the above choices, only falling asleep can happen to you."
687,"What can happen when you contemplate alone for a long time?
Answer Choices:
(a) daydream
(b) headache
(c) get ideas
(d) sleep
(e) become distracted",daydream,daydream or,"The answer must be something that can happen when you contemplate alone for a long time. Of the above choices, only daydream and get ideas make sense."
688,"What can machines do that humans cannot?
Answer Choices:
(a) fail to work
(b) perform work
(c) answering questions
(d) see work
(e) fly",fly,fly,"The answer must be something that machines can do that humans cannot. Of the above choices, only fly is something that machines can do that humans cannot."
689,"What can you use to get a jellyfish?
Answer Choices:
(a) adriatic sea
(b) mediterranean sea
(c) hand
(d) see
(e) atlantic ocean",hand,hand,"The answer must be something that can be used to get a jellyfish. Of the above choices, only a hand can be used to get a jellyfish."
690,"What can you use to store a book while traveling?
Answer Choices:
(a) library of congress
(b) pocket
(c) backpack
(d) suitcase
(e) synagogue",suitcase,backpack or,"The answer must be something that can hold a book. Of the above choices, only backpack and suitcase can hold a book."
691,"What city will likely have many parking structures?
Answer Choices:
(a) chicago
(b) big city
(c) large city building
(d) environment
(e) college campus",chicago,big city,"The answer must be a place with a lot of parking structures. Of the above choices, only large cities have a lot of parking structures."
692,"What continent has the most castles?
Answer Choices:
(a) fairy tale
(b) edinburgh
(c) germany
(d) europe
(e) antarctica",europe,europe,"The answer must be a continent. Of the above choices, only Europe is a continent."
693,"What could a driving car do to a pedestrian?
Answer Choices:
(a) say hello
(b) wreak
(c) pollution
(d) smoke
(e) relaxation",wreak,wreak,"The answer must be something that a car can do to a pedestrian. Of the above choices, only wreak makes sense."
694,"What could an apple tree do?
Answer Choices:
(a) new hampshire
(b) bloom
(c) washington state
(d) sunshine
(e) spontaneously combust",bloom,bloom,"The answer must be something that an apple tree can do. Of the above choices, only bloom is something that an apple tree can do."
695,"What could be playing a balailaika?
Answer Choices:
(a) movie dr
(b) orchestra
(c) music store
(d) cat
(e) symphony",orchestra,orchestra or,"The answer must be something that plays music. Of the above choices, only orchestra and symphony play music."
696,"What could bring a container from one place to another?
Answer Choices:
(a) food
(b) refrigerator
(c) cargo ship
(d) port
(e) fuel",cargo ship,cargo ship,"The answer must be something that can carry a container. Of the above choices, only cargo ships carry containers."
697,"What could committing murder prevent someone from doing?
Answer Choices:
(a) go to jail
(b) cry
(c) find god
(d) guilty conscience
(e) problems",find god,go to jail,"The answer must be something that committing murder prevents someone from doing. Of the above choices, only going to jail is something that committing murder prevents someone from doing."
698,"What could go on top of wood?
Answer Choices:
(a) lumberyard
(b) synagogue
(c) floor
(d) carpet
(e) hardware store",carpet,floor,"The answer must be something that can go on top of wood. Of the above choices, only floor can go on top of wood."
699,"What could go to a tennis court?
Answer Choices:
(a) desert
(b) college campus
(c) recreational center
(d) athletic club
(e) park",athletic club,recreational center,"The answer must be a place where tennis courts are found. Of the above choices, only recreational centers and athletic clubs have tennis courts."
700,"What could happen if someone is seeing new presents at a birthday party?
Answer Choices:
(a) envy
(b) jealousy
(c) education
(d) fear
(e) excitement",excitement,excitement,"The answer should be the feeling of someone seeing new presents at a birthday party. Of the above choices, the closest feeling is excitement."
701,"What could happen to a cat other than wanting food?
Answer Choices:
(a) feline
(b) thirsty
(c) sharp claws
(d) pussycat
(e) hungry",thirsty,thirsty,"The answer must be something that could happen to a cat. Of the above choices, only thirsty and hungry are things that could happen to a cat."
702,"What could happen to you after you are cleaning house for a long time?
Answer Choices:
(a) neatness
(b) tiredness
(c) order
(d) exhaustion
(e) sneezing",exhaustion,tiredness or,"The answer must be something that could happen to you after cleaning house for a long time. Of the above choices, only tiredness and exhaustion make sense."
703,"What could people do that involves talking?
Answer Choices:
(a) confession
(b) state park
(c) sing
(d) carnival
(e) opera",confession,confession,"The answer must be something that involves talking. Of the above choices, only confession involves talking."
704,"What could prevent a driving car from continuing to drive?
Answer Choices:
(a) automobile accidents
(b) backache
(c) pollution
(d) smoke
(e) low fuel tank",automobile accidents,low fuel tank,"The answer must be something that could prevent a car from driving. Of the above choices, only low fuel tank could prevent a car from driving."
705,"What could suddenly stop someone when he or she is running?
Answer Choices:
(a) mushroom
(b) falling down
(c) sweating
(d) exhaustion
(e) getting tired",falling down,falling down,"The answer must be something that could stop someone from running. Of the above choices, only falling down could stop someone from running."
706,"What could you be a few hours after you finish cashing in due to your cash?
Answer Choices:
(a) happy
(b) receiving money
(c) getting paid
(d) spending money
(e) selling out",happy,spending money,"The answer must be something that happens after you cash in. Of the above choices, only spending money happens after you cash in."
707,"What could you get an unsmooth pit from?
Answer Choices:
(a) backyard
(b) rock
(c) mine
(d) cherry
(e) peach",peach,cherry or,"The answer must be something that has a pit. Of the above choices, only cherries and peaches have pits."
708,"What could you use to fill a cup and then drink from it?
Answer Choices:
(a) sand box
(b) kitchen cabinet
(c) waterfall
(d) water fountain
(e) table",water fountain,water fountain,"The answer must be something that can be used to fill a cup and then drink from it. Of the above choices, only water fountain can be used to fill a cup and then drink from it."
709,"What could you use to get to some airplanes?
Answer Choices:
(a) taxi
(b) carry people
(c) car
(d) stall
(e) crash",taxi,taxi,"The answer must be something that can be used to get to airplanes. Of the above choices, only taxi can be used to get to airplanes."
710,"What did the adult do before the job interview?
Answer Choices:
(a) work
(b) dress himself
(c) marry
(d) dress herself
(e) drive train",dress himself,dress himself,"The answer must be something that an adult does before a job interview. Of the above choices, only dress himself makes sense."
711,"What did the policemen do when they heard a cry from a distance?
Answer Choices:
(a) run away
(b) hurry along
(c) fine motorists
(d) direct traffic
(e) help",help,help,"The answer must be something that policemen do when they hear a cry from a distance. Of the above choices, only help makes sense."
712,"What do airplanes do as they are arriving at the gate?
Answer Choices:
(a) slow down
(b) crash
(c) speed up
(d) land
(e) carry people",slow down,slow down,"The answer must be something that airplanes do as they are arriving at the gate. Of the above choices, only slow down makes sense."
713,"What do animals do when an enemy is approaching?
Answer Choices:
(a) feel pleasure
(b) procreate
(c) pass water
(d) listen to each other
(e) sing",listen to each other,listen to each other,"The answer must be something that animals do when an enemy is approaching. Of the above choices, only listen to each other makes sense."
714,"What do audiences clap for?
Answer Choices:
(a) cinema
(b) theatre
(c) movies
(d) show
(e) hockey game",show,show,"The answer must be something that audiences clap for. Of the above choices, only shows are clapped for."
715,"What do children require to grow up healthy?
Answer Choices:
(a) need care
(b) come home
(c) fast food
(d) watch television
(e) wash dishes",need care,need care,"The answer must be something that children need to grow up healthy. Of the above choices, only need care is something that children need to grow up healthy."
716,"What do geese do every fall in fields?
Answer Choices:
(a) guard house
(b) fly
(c) eat
(d) follow ultralight airplane
(e) group together",group together,fly,"The answer must be something that geese do in fields. Of the above choices, only fly makes sense."
717,"What do humans do to other humans after death?
Answer Choices:
(a) celebrate
(b) burial
(c) life
(d) rebirth
(e) decomposition",burial,burial,"The answer must be something that humans do to other humans after death. Of the above choices, only burial is something that humans do to other humans after death."
718,"What do most companies not want to have relative to demand?
Answer Choices:
(a) oversupply
(b) plentitude
(c) stockpile
(d) superabundance
(e) busy",oversupply,oversupply,"The answer must be something that companies do not want to have relative to demand. Of the above choices, only oversupply is something that companies do not want to have relative to demand."
719,"What do parents tell a child to do on the weekend?
Answer Choices:
(a) study
(b) begin school
(c) go out to play
(d) row boat
(e) clean room",go out to play,go out to play,"The answer must be something that parents tell a child to do on the weekend. Of the above choices, only go out to play is something that parents tell a child to do on the weekend."
720,"What do people aim to do at work?
Answer Choices:
(a) complete job
(b) learn from each other
(c) kill animals
(d) wear hats
(e) talk to each other",complete job,complete job,"The answer must be something that people do at work. Of the above choices, only complete job is something that people do at work."
721,"What do people do for food?
Answer Choices:
(a) talk to each other
(b) complete job
(c) wear hats
(d) kill animals
(e) believe in god",kill animals,kill animals,"The answer must be something that people do for food. Of the above choices, only kill animals is something that people do for food."
722,"What do people do when networking?
Answer Choices:
(a) build trust
(b) hurry home
(c) ignore people
(d) believe in god
(e) jump to conclusions",build trust,build trust,"The answer must be something that people do when networking. Of the above choices, only building trust is something that people do when networking."
723,"What do people do when they don't understand something?
Answer Choices:
(a) ask questions
(b) experience joy
(c) believe in god
(d) talk to each other
(e) get sick",ask questions,ask questions,"The answer must be something people do when they don't understand something. Of the above choices, only ask questions makes sense."
724,"What do people do when they think too quickly?
Answer Choices:
(a) jump to conclusions
(b) hurry home
(c) build trust
(d) pay bills
(e) sing",jump to conclusions,jump to conclusions,"The answer must be something that people do when they think too quickly. Of the above choices, only jump to conclusions is something that people do when they think too quickly."
725,"What do people feel after having sex that requires them to shower?
Answer Choices:
(a) bedroom
(b) pleasant
(c) obesity
(d) painful
(e) dirty",dirty,dirty,"The answer must be something that makes people feel dirty. Of the above choices, only dirty makes people feel dirty."
726,"What do people need to do to change their lives?
Answer Choices:
(a) face problems
(b) better themselves
(c) pay bills
(d) become disillusioned
(e) eat chicken",face problems,better themselves,"The answer must be something that people need to do to change their lives. Of the above choices, only better themselves is something that people need to do to change their lives."
727,"What do people typically do while playing guitar?
Answer Choices:
(a) cry
(b) hear sounds
(c) singing
(d) arthritis
(e) making music",singing,making music,"The answer must be something that people do while playing guitar. Of the above choices, only making music is something that people do while playing guitar."
728,"What do people usually feel when falling in love?
Answer Choices:
(a) getting married
(b) pain
(c) happiness
(d) getting married
(e) suffering",happiness,happiness,"The answer should be the feeling of someone falling in love. Of the above choices, the closest feeling is happiness."
729,"What do people want to acquire from opening business?
Answer Choices:
(a) home
(b) wealth
(c) bankruptcy
(d) lose money
(e) get rich",wealth,wealth,"The answer must be something that people want to acquire from opening a business. Of the above choices, only wealth is something that people want to acquire from opening a business."
730,"What do professors primarily do?
Answer Choices:
(a) master physics
(b) state facts
(c) wear wrinkled tweed jackets
(d) school students
(e) teach courses",teach courses,teach courses,"The answer must be something that professors do. Of the above choices, only teach courses is something that professors do."
731,"What do singers need to do before a show?
Answer Choices:
(a) warm up
(b) use microphones
(c) clear throats
(d) create music
(e) sound beautiful",warm up,warm up,"The answer must be something that singers do before a show. Of the above choices, only warm up is something that singers do before a show."
732,"What do the feathers look like on birds found in the rainforest?
Answer Choices:
(a) pretty smart
(b) singing
(c) dark
(d) very colorful
(e) light",very colorful,dark,"The answer must be a description of the feathers of birds found in the rainforest. Of the above choices, only dark describes the feathers of birds found in the rainforest."
733,"What do the terms need to be in order to compete against someone?
Answer Choices:
(a) cheat
(b) fair
(c) in competition
(d) practice
(e) sabotage",fair,fair,"The answer must be something that allows you to compete against someone. Of the above choices, only fair allows you to compete against someone."
734,"What do they call the trash in Australia?
Answer Choices:
(a) dirt
(b) subway
(c) state park
(d) container
(e) dustbin",dustbin,dustbin,"The answer must be a word for trash. Of the above choices, only dustbin is a word for trash."
735,"What do you ask a child to do when you first meet her?
Answer Choices:
(a) ask questions
(b) count to ten
(c) costume
(d) state name
(e) dress herself",state name,state name,"The answer must be something that a child can do when you first meet her. Of the above choices, only state name is something that a child can do when you first meet her."
736,"What do you call the caretakers of a child?
Answer Choices:
(a) principal
(b) birth
(c) loving couple
(d) act of sex
(e) parents",parents,parents,"The answer must be the caretakers of a child. Of the above choices, only parents are the caretakers of a child."
737,"What do you do in order to fly in airplane?
Answer Choices:
(a) buy tickets
(b) passenger
(c) read
(d) add gas
(e) run through checklists",buy tickets,buy tickets,"The answer must be something that is done in order to fly in an airplane. Of the above choices, only buying tickets is done in order to fly in an airplane."
738,"What do you do when you need to get food?
Answer Choices:
(a) table
(b) disneyland
(c) refrigerators
(d) pantry
(e) shop",shop,refrigerators,"The answer must be something that has food. Of the above choices, only refrigerators and pantries have food."
739,"What do you do when you're going to market?
Answer Choices:
(a) buy food
(b) see other people
(c) buying vegetables
(d) buy a fat pig
(e) traveling",buy food,buy food,"The answer must be something that you do when you're going to market. Of the above choices, only buying food makes sense."
740,"What do you do when you're in a new place and want to see new things?
Answer Choices:
(a) interesting
(b) look around
(c) take pictures
(d) change of surroundings
(e) new experience",look around,look around,"The answer must be something you do when you're in a new place and want to see new things. Of the above choices, only look around is something you do."
741,"What do you feel when giving assistance to the needy?
Answer Choices:
(a) reward
(b) boredom
(c) pleasure
(d) happiness
(e) satisfaction",satisfaction,satisfaction,"The answer should be the feeling of someone giving assistance to the needy. Of the above choices, the closest feeling is satisfaction."
742,"What do you go to see for live entertainment?
Answer Choices:
(a) movie
(b) show
(c) concert venue
(d) casino
(e) theatre",show,theatre,"The answer must be a place where live entertainment is performed. Of the above choices, only theatre is a place where live entertainment is performed."
743,"What do you need energy to do in gym class?
Answer Choices:
(a) work
(b) tacos
(c) mass
(d) play sports
(e) wrestle",play sports,work,"The answer must be something that requires energy. Of the above choices, only work requires energy."
744,"What do you need to do to use television if it is already turned on?
Answer Choices:
(a) get wet
(b) open eyes
(c) kill
(d) plug in
(e) first turn on power",open eyes,open eyes,"The answer must be something that is needed to use television. Of the above choices, only open eyes is needed to use television."
745,"What do you need to wear when hiking?
Answer Choices:
(a) cast iron stomach
(b) physical exertion
(c) shin splints
(d) adventure
(e) fatigue",shin splints,physical exertion,"The answer must be something that is needed for hiking. Of the above choices, only physical exertion is needed for hiking."
746,"What do you use to carry your briefcase?
Answer Choices:
(a) office building
(b) school
(c) courtroom
(d) airport
(e) hand",hand,hand,"The answer must be something that can carry a briefcase. Of the above choices, only hand can carry a briefcase."
747,"What do you want someone to do when you illustrate point?
Answer Choices:
(a) did not understand
(b) accepting
(c) make clear
(d) understood
(e) understanding",understanding,understanding,"The answer must be something that you want someone to do when you illustrate a point. Of the above choices, the closest answer is (e) understanding."
748,"What do you write letter in in America?
Answer Choices:
(a) syllable
(b) post office
(c) envelope
(d) english alphabet
(e) word",english alphabet,envelope,"The answer must be something that you write letters in. Of the above choices, only envelopes are used to write letters in."
749,"What do young boys do on the ice in the winter?
Answer Choices:
(a) ski
(b) play hockey
(c) summer
(d) knit
(e) warm",play hockey,play hockey,"The answer must be something that young boys do on the ice in the winter. Of the above choices, only play hockey is something that young boys do on the ice in the winter."
750,"What does 	drinking alcohol lead to?
Answer Choices:
(a) have fun
(b) intoxication
(c) vomiting
(d) drinking more alcohol
(e) nausea",intoxication,intoxication,"The answer must be something that drinking alcohol leads to. Of the above choices, only intoxication and vomiting are caused by drinking alcohol."
751,"What does a child learn to do before school?
Answer Choices:
(a) count to ten
(b) state name
(c) dress herself
(d) clean room
(e) socialize",dress herself,count to ten,"The answer must be something that a child learns to do before school. Of the above choices, only counting to ten is something that a child learns to do before school."
752,"What does a farmer need to do to make  a maze on his farm in the fall?
Answer Choices:
(a) seed plants
(b) plant seeds
(c) garden
(d) grow corn
(e) produce food",grow corn,plant seeds,"The answer must be something that a farmer does to make a maze. Of the above choices, only plant seeds is something a farmer does."
753,"What does a gambler do that causes him or her to be unhappy?
Answer Choices:
(a) play cards
(b) double winnings
(c) lose money
(d) play poker
(e) to win the prize",lose money,lose money,"The answer must be something that causes a gambler to be unhappy. Of the above choices, only losing money causes a gambler to be unhappy."
754,"What does a kindergarten teacher do before nap time?
Answer Choices:
(a) lower expectations
(b) encourage
(c) fear
(d) time test
(e) tell story",tell story,tell story,"The answer must be something that a kindergarten teacher does before nap time. Of the above choices, only telling a story makes sense."
755,"What does a person do when they feel dirty?
Answer Choices:
(a) feel lucky
(b) cross street
(c) wash themselves
(d) eat
(e) wonder what happened",wash themselves,wash themselves,"The answer must be something that a person does when they feel dirty. Of the above choices, only washing themselves makes sense."
756,"What does a person from Avalon live in?
Answer Choices:
(a) pain
(b) meaningful work
(c) english house
(d) cotton candy
(e) headache",english house,english house,"The answer must be something that a person from Avalon lives in. Of the above choices, only english house makes sense."
757,"What does a person often feel about someone judging them guilty?
Answer Choices:
(a) controversy
(b) responsibility
(c) resentment
(d) judge feelings
(e) hurt feelings",resentment,resentment,"The answer should be the feeling of someone who is judged guilty. Of the above choices, the closest feeling is resentment."
758,"What does a person with a what likely do?
Answer Choices:
(a) feel important
(b) trust himself
(c) own house
(d) electrical circuit
(e) know what time",know what time,know what time,"The answer must be something that a person with a watch would do. Of the above choices, only knowing what time it is would be something a person with a watch would do."
759,"What does a self assured person often do?
Answer Choices:
(a) acknowledgment
(b) focused
(c) know what time
(d) feel important
(e) trust himself",feel important,trust himself,"The answer must be something that a self assured person often does. Of the above choices, only trust himself is something that a self assured person often does."
760,"What does a stove do to the place that it's in?
Answer Choices:
(a) cool house
(b) warm room
(c) gas or electric
(d) burn child
(e) brown meat",warm room,warm room,"The answer must be something that a stove does to the place that it's in. Of the above choices, only warm room makes sense."
761,"What does a successful dog grooming session likely to make a owner feel?
Answer Choices:
(a) cleanliness
(b) mistakes
(c) growth
(d) satisfaction
(e) late",satisfaction,satisfaction,"The answer should be the feeling of a successful dog grooming session. Of the above choices, the closest feeling is satisfaction."
762,"What does an actor do when they are bored of their roles?
Answer Choices:
(a) mask
(b) branch out
(c) wear costume
(d) pretend
(e) sing songs",branch out,branch out,"The answer must be something that an actor does when they are bored of their roles. Of the above choices, only branch out makes sense."
