prompt,gpt_answer
"
Questions: What does the first person in a group of people to have a child often feel like doing? 

Answers: (A) love, (B) give birth, (C) having fun, (D) anxiety, (E) making new friends Given the question 'What does the first person in a group of people to have a child often feel like doing?', which among the choices love, give birth, having fun, anxiety making new friends, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What does the government have control over? 

Answers: (A) trouble, (B) country, (C) army, (D) city, (E) control Given the question 'What does the government have control over?', which among the choices trouble, country, army, city control, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What does the government sometimes have too much of? 

Answers: (A) canada, (B) trouble, (C) city, (D) control, (E) water Given the question 'What does the government sometimes have too much of?', which among the choices canada, trouble, city, control water, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What does the idea of going on vacation inspire ? 

Answers: (A) relaxation, (B) overspending, (C) staying there, (D) pie, (E) pleasant thoughts Given the question 'What does the idea of going on vacation inspire ?', which among the choices relaxation, overspending, staying there, pie pleasant thoughts, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What does the policeman gain from discovering the truth in a crime? 

Answers: (A) enlightenment, (B) confusion, (C) liberating, (D) peace of mind, (E) increased knowledge Given the question 'What does the policeman gain from discovering the truth in a crime?', which among the choices enlightenment, confusion, liberating, peace of mind increased knowledge, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What does there need to be for a shadow to appear? 

Answers: (A) ground, (B) bright light, (C) bridge, (D) sunshine, (E) beam Given the question 'What does there need to be for a shadow to appear?', which among the choices ground, bright light, bridge, sunshine beam, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What dwelling might one take a bowl to after buying it? 

Answers: (A) restaurant, (B) grave yard, (C) apartment, (D) cupboard, (E) refrigerator Given the question 'What dwelling might one take a bowl to after buying it?', which among the choices restaurant, grave yard, apartment, cupboard refrigerator, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What eastern U.S. local government has plenty of crab fishing? 

Answers: (A) north carolina, (B) chesapeake bay, (C) crab pots, (D) sandy beach, (E) eastern coast Given the question 'What eastern U.S. local government has plenty of crab fishing?', which among the choices north carolina, chesapeake bay, crab pots, sandy beach eastern coast, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What eastern continent would you travel to in order to see a gazelle in their disneyland's zoo? 

Answers: (A) australia, (B) wildlife refuge, (C) ivory coast, (D) open plain, (E) asia Given the question 'What eastern continent would you travel to in order to see a gazelle in their disneyland's zoo?', which among the choices australia, wildlife refuge, ivory coast, open plain asia, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What effect did the sun have on the residents inside? 

Answers: (A) dry clothes, (B) warm room, (C) a tan, (D) warm house, (E) dry ground Given the question 'What effect did the sun have on the residents inside?', which among the choices dry clothes, warm room, a tan, warm house dry ground, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What familiarity would one have for more remembering? 

Answers: (A) nostalgia, (B) sadness, (C) depression, (D) pleasure, (E) knowledge Given the question 'What familiarity would one have for more remembering?', which among the choices nostalgia, sadness, depression, pleasure knowledge, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What floral area is a monument usually placed in? 

Answers: (A) public growth areas, (B) state park, (C) public gardens, (D) municipal park, (E) cemetary Given the question 'What floral area is a monument usually placed in?', which among the choices public growth areas, state park, public gardens, municipal park cemetary, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What fruit growing area is not likely to contain an apple tree? 

Answers: (A) washington state, (B) orchid, (C) farmland, (D) grape vineyard, (E) vineyard Given the question 'What fruit growing area is not likely to contain an apple tree?', which among the choices washington state, orchid, farmland, grape vineyard vineyard, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What gas vehicle uses a chain to move the back wheel? 

Answers: (A) gear shift, (B) bicycle, (C) car, (D) tow truck, (E) motorbike Given the question 'What gas vehicle uses a chain to move the back wheel?', which among the choices gear shift, bicycle, car, tow truck motorbike, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What general area is a monkey found in? 

Answers: (A) research laboratory, (B) great outdoors, (C) zoo, (D) tree tops, (E) zoological gardens Given the question 'What general area is a monkey found in?', which among the choices research laboratory, great outdoors, zoo, tree tops zoological gardens, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What gift do people claim that god has for people? 

Answers: (A) bible, (B) everywhere, (C) judge people, (D) care for people, (E) work miracles Given the question 'What gift do people claim that god has for people?', which among the choices bible, everywhere, judge people, care for people work miracles, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What goes well with drinks? 

Answers: (A) show, (B) bar, (C) soda, (D) dinner, (E) refrigerator Given the question 'What goes well with drinks?', which among the choices show, bar, soda, dinner refrigerator, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What group is likely to contain a human weasel? 

Answers: (A) farmer, (B) congress, (C) washington d.c, (D) children's song, (E) chicken coop Given the question 'What group is likely to contain a human weasel?', which among the choices farmer, congress, washington d.c, children's song chicken coop, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What grows well in the sun? 

Answers: (A) west, (B) beach, (C) beans, (D) universe, (E) plants Given the question 'What grows well in the sun?', which among the choices west, beach, beans, universe plants, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happened to the boy to make him cry? 

Answers: (A) hurt, (B) acting, (C) make happy, (D) miserable, (E) got injured Given the question 'What happened to the boy to make him cry?', which among the choices hurt, acting, make happy, miserable got injured, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happened when economic forces don't match a changing society? 

Answers: (A) change in leadership, (B) anger, (C) resentment, (D) heartache, (E) depression Given the question 'What happened when economic forces don't match a changing society?', which among the choices change in leadership, anger, resentment, heartache depression, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happens after an extended amount of living for a person? 

Answers: (A) getting old, (B) palpitations, (C) death, (D) perspiration, (E) make friends Given the question 'What happens after an extended amount of living for a person?', which among the choices getting old, palpitations, death, perspiration make friends, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happens after having food too much? 

Answers: (A) being full, (B) laziness, (C) weight gain, (D) getting fat, (E) will not starve Given the question 'What happens after having food too much?', which among the choices being full, laziness, weight gain, getting fat will not starve, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happens if you mess up while skating? 

Answers: (A) having fun, (B) fly to the moon, (C) may fall, (D) can fall, (E) get cold Given the question 'What happens if you mess up while skating?', which among the choices having fun, fly to the moon, may fall, can fall get cold, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happens if you trip while playing basketball? 

Answers: (A) sweat, (B) dribbling, (C) hurt yourself, (D) fall down, (E) make baskets Given the question 'What happens if you trip while playing basketball?', which among the choices sweat, dribbling, hurt yourself, fall down make baskets, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happens soon after christmas? 

Answers: (A) buy presents for others, (B) summer, (C) easter, (D) see work, (E) halloween Given the question 'What happens soon after christmas?', which among the choices buy presents for others, summer, easter, see work halloween, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happens to a building around half of the time every day? 

Answers: (A) it gets dark, (B) cast shadow, (C) face north, (D) target, (E) fall down Given the question 'What happens to a building around half of the time every day?', which among the choices it gets dark, cast shadow, face north, target fall down, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happens to a neighborhood when someone is known to be hurting someone else? 

Answers: (A) public outcry, (B) more hurt, (C) people become happy, (D) legal problems, (E) physical pain Given the question 'What happens to a neighborhood when someone is known to be hurting someone else?', which among the choices public outcry, more hurt, people become happy, legal problems physical pain, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happens to a person falling? 

Answers: (A) make person sick, (B) pain, (C) broken bones, (D) going down, (E) getting hurt Given the question 'What happens to a person falling?', which among the choices make person sick, pain, broken bones, going down getting hurt, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happens to a person on stairs after getting drunk? 

Answers: (A) death, (B) lower standards, (C) trip, (D) violence, (E) falling down Given the question 'What happens to a person on stairs after getting drunk?', which among the choices death, lower standards, trip, violence falling down, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happens to a person when they're confronted with something unexpected? 

Answers: (A) anxiety, (B) dedication, (C) surprised, (D) solutions, (E) acknowledgment Given the question 'What happens to a person when they're confronted with something unexpected?', which among the choices anxiety, dedication, surprised, solutions acknowledgment, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happens to a sick person when he or she is not sick any more? 

Answers: (A) throw up, (B) scuba dive in the bath, (C) battle cancer, (D) get better, (E) take medicine Given the question 'What happens to a sick person when he or she is not sick any more?', which among the choices throw up, scuba dive in the bath, battle cancer, get better take medicine, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happens to airplanes when they hit the ground? 

Answers: (A) accelerate, (B) carry freight, (C) taxi, (D) produce bang, (E) catch on fire Given the question 'What happens to airplanes when they hit the ground?', which among the choices accelerate, carry freight, taxi, produce bang catch on fire, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happens to cats every day? 

Answers: (A) open doors, (B) drink water, (C) need food, (D) annoy, (E) play Given the question 'What happens to cats every day?', which among the choices open doors, drink water, need food, annoy play, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happens to kids when visiting museums of old dinosaur bones? 

Answers: (A) crowding, (B) retrospection, (C) amazement, (D) being bored, (E) excited Given the question 'What happens to kids when visiting museums of old dinosaur bones?', which among the choices crowding, retrospection, amazement, being bored excited, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happens to living beings when they are nervous? 

Answers: (A) getting old, (B) death, (C) laughter, (D) perspiration, (E) palpitations Given the question 'What happens to living beings when they are nervous?', which among the choices getting old, death, laughter, perspiration palpitations, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happens to people playing games? 

Answers: (A) winning, (B) entertainment, (C) happiness, (D) cheating, (E) relaxation Given the question 'What happens to people playing games?', which among the choices winning, entertainment, happiness, cheating relaxation, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happens to the victim of someone committing a murder? 

Answers: (A) pain, (B) dead, (C) distress, (D) die, (E) kill Given the question 'What happens to the victim of someone committing a murder?', which among the choices pain, dead, distress, die kill, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happens to your bladder when you drink a lot of water? 

Answers: (A) stretchable, (B) full, (C) filled, (D) padding, (E) empty Given the question 'What happens to your bladder when you drink a lot of water?', which among the choices stretchable, full, filled, padding empty, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happens when going for a run too many times? 

Answers: (A) leg cramps, (B) becoming tired, (C) muscles, (D) trip, (E) feeling refreshed Given the question 'What happens when going for a run too many times?', which among the choices leg cramps, becoming tired, muscles, trip feeling refreshed, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happens when we fail at something we attempt? 

Answers: (A) leave, (B) give up, (C) trying, (D) we get shunned, (E) fail Given the question 'What happens when we fail at something we attempt?', which among the choices leave, give up, trying, we get shunned fail, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happens when you are drinking alcohol too fast? 

Answers: (A) intoxication, (B) nausea, (C) have fun, (D) intelligence, (E) vomiting Given the question 'What happens when you are drinking alcohol too fast?', which among the choices intoxication, nausea, have fun, intelligence vomiting, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happens when you cash in? 

Answers: (A) happiness, (B) sell stock, (C) celebrate, (D) withdraw, (E) get money Given the question 'What happens when you cash in?', which among the choices happiness, sell stock, celebrate, withdraw get money, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happens when you try to help someone but make it worse? 

Answers: (A) succeed, (B) do nothing, (C) anticipate, (D) hinder, (E) hurting Given the question 'What happens when you try to help someone but make it worse?', which among the choices succeed, do nothing, anticipate, hinder hurting, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happens while someone is going somewhere? 

Answers: (A) being there, (B) movement, (C) having to travel, (D) get excited, (E) walk Given the question 'What happens while someone is going somewhere?', which among the choices being there, movement, having to travel, get excited walk, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What happens with not enough drinking? 

Answers: (A) headaches, (B) sickness, (C) hydration, (D) vomiting, (E) thirst Given the question 'What happens with not enough drinking?', which among the choices headaches, sickness, hydration, vomiting thirst, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What has a cash register with a limited items line? 

Answers: (A) bookstore, (B) supermarket, (C) toy store, (D) candy store, (E) shop Given the question 'What has a cash register with a limited items line?', which among the choices bookstore, supermarket, toy store, candy store shop, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What has a master of their craft done about that craft? 

Answers: (A) drill, (B) committed murder most vile, (C) bargemaster, (D) learn, (E) understand Given the question 'What has a master of their craft done about that craft?', which among the choices drill, committed murder most vile, bargemaster, learn understand, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What has a pocket for a hydration pack full of water? 

Answers: (A) ocean, (B) first aid kit, (C) tsunami, (D) snowball, (E) backpack Given the question 'What has a pocket for a hydration pack full of water?', which among the choices ocean, first aid kit, tsunami, snowball backpack, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What has a surface with ripples? 

Answers: (A) mirror, (B) object, (C) cottage cheese, (D) tetrahedron, (E) lake Given the question 'What has a surface with ripples?', which among the choices mirror, object, cottage cheese, tetrahedron lake, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What has an accelerator and is owned by most people? 

Answers: (A) vehical, (B) fuel system, (C) accelerate, (D) airplane, (E) car Given the question 'What has an accelerator and is owned by most people?', which among the choices vehical, fuel system, accelerate, airplane car, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What has happened if you agree with someone? 

Answers: (A) asking them did we just become best friends?, (B) nodding, (C) become closer, (D) concordance, (E) shake hands Given the question 'What has happened if you agree with someone?', which among the choices asking them did we just become best friends?, nodding, become closer, concordance shake hands, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What has happened if you are dancing and you smell bad? 

Answers: (A) becoming tired, (B) fatigue, (C) sore feet, (D) break up, (E) sweat Given the question 'What has happened if you are dancing and you smell bad?', which among the choices becoming tired, fatigue, sore feet, break up sweat, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What has happened to ice if it is not ice any more? 

Answers: (A) vaporate, (B) cool off, (C) form crystals, (D) melt, (E) keep things cold Given the question 'What has happened to ice if it is not ice any more?', which among the choices vaporate, cool off, form crystals, melt keep things cold, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What has highly criticized security? 

Answers: (A) university, (B) concert, (C) home, (D) terminal, (E) airport Given the question 'What has highly criticized security?', which among the choices university, concert, home, terminal airport, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What has many head which breath air which is not fresh? 

Answers: (A) morgue, (B) hat shop, (C) human body, (D) submarine, (E) california Given the question 'What has many head which breath air which is not fresh?', which among the choices morgue, hat shop, human body, submarine california, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What has metal wings? 

Answers: (A) detroit, (B) airport, (C) heaven, (D) birds, (E) airplane Given the question 'What has metal wings?', which among the choices detroit, airport, heaven, birds airplane, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What has stopped if your spouse abandon you? 

Answers: (A) marriage, (B) gain, (C) acquire, (D) unite, (E) engage Given the question 'What has stopped if your spouse abandon you?', which among the choices marriage, gain, acquire, unite engage, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What have you done if something you do makes life harder for someone? 

Answers: (A) baked biscuits, (B) make progress, (C) make haste, (D) take time, (E) make trouble Given the question 'What have you done if something you do makes life harder for someone?', which among the choices baked biscuits, make progress, make haste, take time make trouble, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What helps a human to move? 

Answers: (A) two arms, (B) drinks, (C) stupidity, (D) one body, (E) muscles Given the question 'What helps a human to move?', which among the choices two arms, drinks, stupidity, one body muscles, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What helps someone be a good teacher? 

Answers: (A) teaching to the test, (B) vacation, (C) interested students, (D) students to learn, (E) educate students Given the question 'What helps someone be a good teacher?', which among the choices teaching to the test, vacation, interested students, students to learn educate students, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What high rise is often made of windows? 

Answers: (A) warehouse, (B) friend's house, (C) building, (D) space shuttle, (E) wall Given the question 'What high rise is often made of windows?', which among the choices warehouse, friend's house, building, space shuttle wall, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What holds a lit cigarette when no one is around? 

Answers: (A) hand, (B) cool lip, (C) light fire, (D) ashtray, (E) carton Given the question 'What holds a lit cigarette when no one is around?', which among the choices hand, cool lip, light fire, ashtray carton, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What home entertainment equipment requires cable? 

Answers: (A) radio shack, (B) substation, (C) cabinet, (D) television, (E) desk Given the question 'What home entertainment equipment requires cable?', which among the choices radio shack, substation, cabinet, television desk, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What in a car could have an led? 

Answers: (A) electronics, (B) dashboard, (C) electronic equipment, (D) display, (E) pc board Given the question 'What in a car could have an led?', which among the choices electronics, dashboard, electronic equipment, display pc board, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What in the building is very far from the ground floor? 

Answers: (A) basement, (B) air, (C) ceiling, (D) water, (E) sky Given the question 'What in the building is very far from the ground floor?', which among the choices basement, air, ceiling, water sky, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What includes both a person and a jellyfish? 

Answers: (A) humanity, (B) headache, (C) nature, (D) natural world, (E) society Given the question 'What includes both a person and a jellyfish?', which among the choices humanity, headache, nature, natural world society, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What indoor facility would hold an airplane? 

Answers: (A) hanger, (B) propellers, (C) sky, (D) military base, (E) garden Given the question 'What indoor facility would hold an airplane?', which among the choices hanger, propellers, sky, military base garden, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What information may we need to get from a person when we command them to do something? 

Answers: (A) obey, (B) follow, (C) serve, (D) assume, (E) ask Given the question 'What information may we need to get from a person when we command them to do something?', which among the choices obey, follow, serve, assume ask, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What institution are you trying to dissolve if you're getting a divorce? 

Answers: (A) court, (B) marriage, (C) being married, (D) two people, (E) lawyer Given the question 'What institution are you trying to dissolve if you're getting a divorce?', which among the choices court, marriage, being married, two people lawyer, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a  cathode ray tube typically part of? 

Answers: (A) vacuum tube, (B) television, (C) screen, (D) oscilloscope, (E) computer Given the question 'What is a  cathode ray tube typically part of?', which among the choices vacuum tube, television, screen, oscilloscope computer, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a  good way to eat a potato? 

Answers: (A) restaurants, (B) vegetable soup, (C) exhaust pipe, (D) shopping bags, (E) with sour cream and cheese Given the question 'What is a  good way to eat a potato?', which among the choices restaurants, vegetable soup, exhaust pipe, shopping bags with sour cream and cheese, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a bad but frequent reason for hurting someone else? 

Answers: (A) feel sad, (B) more hurt, (C) disatisfaction, (D) sadness, (E) punishment Given the question 'What is a bad but frequent reason for hurting someone else?', which among the choices feel sad, more hurt, disatisfaction, sadness punishment, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a bound stack of papers called? 

Answers: (A) book, (B) classroom, (C) cabinet, (D) notebook, (E) suitcase Given the question 'What is a bound stack of papers called?', which among the choices book, classroom, cabinet, notebook suitcase, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a child going to play likely to feel? 

Answers: (A) have fun, (B) sleepy, (C) rush, (D) enjoyment, (E) meet Given the question 'What is a child going to play likely to feel?', which among the choices have fun, sleepy, rush, enjoyment meet, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a child likely to do while going to play? 

Answers: (A) laugh, (B) sit, (C) happiness, (D) being entertained, (E) walk slowly Given the question 'What is a child likely to do while going to play?', which among the choices laugh, sit, happiness, being entertained walk slowly, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a child's reaction likely to be when going to play? 

Answers: (A) happiness, (B) meet, (C) surprised, (D) being entertained, (E) happy Given the question 'What is a child's reaction likely to be when going to play?', which among the choices happiness, meet, surprised, being entertained happy, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a clever way to say someone isn't very good at what they do? 

Answers: (A) clumsy, (B) dull, (C) stupid, (D) dummy, (E) ineffectual Given the question 'What is a clever way to say someone isn't very good at what they do?', which among the choices clumsy, dull, stupid, dummy ineffectual, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a common sign that someone is lying? 

Answers: (A) ordering dog food online, (B) avoid eye contact, (C) feel guilty, (D) fall asleep, (E) blush Given the question 'What is a common sign that someone is lying?', which among the choices ordering dog food online, avoid eye contact, feel guilty, fall asleep blush, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a computer known to do? 

Answers: (A) think, (B) hardware, (C) process information, (D) run programs, (E) make decisions Given the question 'What is a computer known to do?', which among the choices think, hardware, process information, run programs make decisions, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a computer unable to do? 

Answers: (A) process information, (B) cast shadow, (C) crash, (D) make decisions, (E) become sensible Given the question 'What is a computer unable to do?', which among the choices process information, cast shadow, crash, make decisions become sensible, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a computer user likely to think a computer crash  is? 

Answers: (A) own home, (B) school, (C) work, (D) hell, (E) house Given the question 'What is a computer user likely to think a computer crash  is?', which among the choices own home, school, work, hell house, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a computer user using Zillow have as a goal? 

Answers: (A) house, (B) hell, (C) office building, (D) own home, (E) car Given the question 'What is a computer user using Zillow have as a goal?', which among the choices house, hell, office building, own home car, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a convenient place for a bus station? 

Answers: (A) maps, (B) street, (C) catch bus, (D) city centre, (E) school Given the question 'What is a convenient place for a bus station?', which among the choices maps, street, catch bus, city centre school, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a dangerous outdoor activity for children? 

Answers: (A) play games, (B) wrong house, (C) sun themselves, (D) watch television, (E) set table Given the question 'What is a dangerous outdoor activity for children?', which among the choices play games, wrong house, sun themselves, watch television set table, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a good container for a potato? 

Answers: (A) kitchen cabinet, (B) pantry, (C) own kitchen, (D) a flower vase., (E) clam chowder Given the question 'What is a good container for a potato?', which among the choices kitchen cabinet, pantry, own kitchen, a flower vase. clam chowder, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a good description of the sloth's native habitat? 

Answers: (A) basement, (B) universe, (C) amazonia, (D) forest, (E) tropical jungle Given the question 'What is a good description of the sloth's native habitat?', which among the choices basement, universe, amazonia, forest tropical jungle, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a good place for a potato to mix with other veggies? 

Answers: (A) beef stew, (B) restaurants, (C) garden, (D) steak house, (E) cooking pot Given the question 'What is a good place for a potato to mix with other veggies?', which among the choices beef stew, restaurants, garden, steak house cooking pot, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a good result of losing weight? 

Answers: (A) increased energy, (B) healthier, (C) loose skin, (D) beauty, (E) death Given the question 'What is a good result of losing weight?', which among the choices increased energy, healthier, loose skin, beauty death, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a good thing to do while eating? 

Answers: (A) chewing, (B) drink, (C) watching tv, (D) watching television, (E) talking Given the question 'What is a good thing to do while eating?', which among the choices chewing, drink, watching tv, watching television talking, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a good way to carry a small dog? 

Answers: (A) good hands, (B) backpack, (C) chinese food, (D) grocery bag, (E) basket Given the question 'What is a good way to carry a small dog?', which among the choices good hands, backpack, chinese food, grocery bag basket, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a jury judging? 

Answers: (A) responsibility, (B) film festival, (C) resentment, (D) go to jail, (E) controversy Given the question 'What is a jury judging?', which among the choices responsibility, film festival, resentment, go to jail controversy, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a leaf pulled off of? 

Answers: (A) forrest, (B) ground, (C) compost pile, (D) cactus, (E) floral arrangement Given the question 'What is a leaf pulled off of?', which among the choices forrest, ground, compost pile, cactus floral arrangement, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a living thing with a lip? 

Answers: (A) mouth, (B) can, (C) human, (D) snake, (E) kentucky fried chicken Given the question 'What is a living thing with a lip?', which among the choices mouth, can, human, snake kentucky fried chicken, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a maid usually hired for? 

Answers: (A) cleaning house, (B) iron shirts and trousers, (C) clean house, (D) maid uniform, (E) clean room Given the question 'What is a maid usually hired for?', which among the choices cleaning house, iron shirts and trousers, clean house, maid uniform clean room, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a negative effect of getting divorce that does not involve people other than the person getting divorced? 

Answers: (A) lot of grief, (B) freedom, (C) happiness, (D) no spouse, (E) children suffer Given the question 'What is a negative effect of getting divorce that does not involve people other than the person getting divorced?', which among the choices lot of grief, freedom, happiness, no spouse children suffer, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a nerd most likely to have a curiosity to do that others wouldn't? 

Answers: (A) listen to music, (B) use television, (C) find truth, (D) design software, (E) read book Given the question 'What is a nerd most likely to have a curiosity to do that others wouldn't?', which among the choices listen to music, use television, find truth, design software read book, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a person that is not from the east? 

Answers: (A) north, (B) westerly, (C) eastside, (D) westward, (E) western Given the question 'What is a person that is not from the east?', which among the choices north, westerly, eastside, westward western, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a person who has become a minimalist hope to achieve? 

Answers: (A) peaceful sleep, (B) peacefulness, (C) new computer, (D) own house, (E) freedom from want Given the question 'What is a person who has become a minimalist hope to achieve?', which among the choices peaceful sleep, peacefulness, new computer, own house freedom from want, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a place that could have hundreds of thousands of chess board? 

Answers: (A) park, (B) ymca, (C) house, (D) room, (E) germany Given the question 'What is a place that could have hundreds of thousands of chess board?', which among the choices park, ymca, house, room germany, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a place that could have tens of thousands of fiddle? 

Answers: (A) tennessee, (B) band practice, (C) orchestra, (D) violin case, (E) music store Given the question 'What is a place that could have tens of thousands of fiddle?', which among the choices tennessee, band practice, orchestra, violin case music store, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a place that has a queen who is not an insect? 

Answers: (A) england, (B) castle, (C) monarchy, (D) bee hive, (E) palace Given the question 'What is a place that has a queen who is not an insect?', which among the choices england, castle, monarchy, bee hive palace, is the correct answer? Explain your reasoning using conditional statements.

",A
"
Questions: What is a place that has only one ceiling and which could be on ground level? 

Answers: (A) house, (B) building, (C) loft, (D) classroom, (E) airplane Given the question 'What is a place that has only one ceiling and which could be on ground level?', which among the choices house, building, loft, classroom airplane, is the correct answer? Explain your reasoning using conditional statements.

",A
