,question,choices,answer,rationales
6628,What is likely the result of unprotected sex?,"['orgasm', 'children', 'pregnancy', 'giggle', 'herpes']",pregnancy,
6629,What is likely to be a child's reaction to going to play?,"['happiness', 'tears', 'sit', 'being entertained', 'laugh']",happiness,
6630,What is likely to be a heat source in a log cabin?,"['fire', 'house', 'home', 'bedroom', 'sun']",fire,
6631,What is likely to be a long term negative consequence of of over eating hamburger?,"['gaining weight', 'stomach ache', 'get full', 'losing weight', 'death']",gaining weight,
6632,What is likely to be felt by someone after a kill?,"['hunger', 'feel remorse', 'take life', 'or dies', 'commit crime']",feel remorse,
6633,What is likely to be filled with noxious water?,"['swamp', 'perfume', 'carafe', 'fountain', 'ocean']",swamp,
6634,What is likely to be the feeling for  future ideas after seeing idea become reality?,"['fulfilling', 'virtual living', 'inspiration', 'make money', 'very nice']",inspiration,
6635,What is likely to be the feeling of someone who does not feel they have been empowered?,"['dishearten', 'forbid', 'give up', 'prohibit', 'ban']",dishearten,
6636,What is likely to be the feeling of someone who hurts someone else?,"['feel remorse', 'will resent', 'anger', 'sadness', 'bad karma']",feel remorse,
6637,What is likely to be the goal of telling many people about a new organization?,"['accomplish', 'learn about', 'money', 'notoriety', 'religion']",learn about,
6638,What is likely to be the result of instituting civil action?,"['go to jail', 'restitution', 'illness', 'riot', 'trial']",restitution,
6639,What is likely to cause pain when going for a run?,"['leg cramps', 'becoming tired', 'feeling refreshed', 'self realization', 'satisfaction']",leg cramps,
6640,What is likely to crash in an intersection?,"['fork in road', 'town center', 'city street', 'cars', 'street corner']",cars,
6641,What is likely to happen from eating too much regularly?,"['getting full', 'getting fat', 'gas', 'satisfaction', 'gaining weight']",gaining weight,
6642,What is likely to happen if humans act carelessly?,"['sit down', 'war', 'reproduce', 'make mistakes', 'have sex']",make mistakes,
6643,What is likely to happen if you're doing housework all day?,"['boredom', 'tiredness', 'get tired', 'backache', 'get a clean house']",get tired,
6644,What is likely to happen immediately a rash killing?,"['go to the store', 'going to jail', 'being imprisoned', 'feeling of guilt', 'no longer live']",feeling of guilt,
6645,What is likely to happen to a driver with an open sunroof during  rainstorm?,"['common cold', 'spinal injuries', 'splats', 'getting wet', 'exhilaration']",getting wet,
6646,What is likely to happen to a person in Washington State found guilty of stabbing someone to death?,"['imprisonment', 'capital punishment', 'killing', 'hurt', 'enlightenment']",imprisonment,
6647,What is likely to happen to a snowman that is getting wet?,"['cool off', 'could', 'shrinking', 'get cold', 'get larger']",shrinking,
6648,What is likely to happen to someone driving their car too fast?,"['use gas', 'doze off', 'go somewhere', 'speed limit', 'speeding ticket']",speeding ticket,
6649,What is likely to happen to someone involved in a driving accident?,"['traffic jams', 'rainbow', 'injuries', 'boredom', 'fatigue']",injuries,
6650,What is likely to happen to someone who hurts someone else without regret?,"['feel happy', 'feel remorse', 'will resent', 'punishment', 'bad karma']",bad karma,
6651,What is likely to happen to someone's speech after becoming inebriated?,"['regret', 'automobile accidents', 'drunk driving', 'talking nonsense', 'talk intelligently']",talking nonsense,
6652,What is likely to happen to trees that are dry?,"['fall over', 'die', 'branch out', 'fall down', 'stand together']",die,
6653,What is likely to have a thick membrane?,"['cell', 'animal', 'filtration', 'separating fluids', 'fresh egg']",fresh egg,
6654,What is likely to have an enclosed shelf?,"['cabinet', 'a mortuary', 'bookstore', 'school building', 'bedroom']",cabinet,
6655,What is likely to have more than one level in a city?,"[""carpenter's shop"", 'video game', 'garage', 'total number', 'building']",garage,
6656,What is likely to run high when two people are competing against each other?,"['pride', 'frustration', 'emotions', 'encouraging', 'tensions']",emotions,
6657,What is likely to someone in a skiing accident likely to have in more than one place?,"['frost bite', 'broken bones', 'chapped lips', 'healthy body', 'broken legs']",broken bones,
6658,What is likely true about a dog that escapes regularly?,"['very smart', 'very loyal', 'tired', 'friendly', 'faithful']",very smart,
6659,What is listening a big part of?,"['empathy', 'knowlege', 'hear things', 'well being', 'learning']",empathy,
6660,What is love when everyone keeps feeling it?,"['contagious', 'wrong', 'last forever', 'painful', 'blind']",contagious,
6661,What is made out of only one piece?,"['jigsaw puzzle', 'chess game', 'puzzle box', 'jigsaw puzzel puxxle', 'puxxle']",puzzle box,
6662,What is mouthwash usually stored in?,"['this bottle will not fit in the medicine cabinet.', 'bottle', ""dentist's office"", 'drug store', 'bathroom']",bottle,
6663,What is moving cars without looking likely to result in?,"['driving', 'getting tired', 'traffic', 'accidents', 'ticket']",accidents,
6664,What is my biggest fear when opening a business?,"['making money', 'stress', 'too many customers', 'failure', 'success']",failure,
6665,What is necessary for bathing?,"['suntan lotion', 'reading newspaper', 'using soap', 'cleanliness', 'slip and fall']",using soap,
6666,What is necessary for learning by yourself?,"['exposure', 'patience', 'study', 'cooperation', 'thought']",study,
6667,What is needed in order to be able to buy presents for others?,"['generosity', 'spend money', 'earn money', 'have money', 'generous']",have money,
6668,What is needed mentally to ready one's self to begin detailed work?,"['concentrate', 'shoes', 'apply for job', 'shave', 'shower']",concentrate,
6669,What is needed when creating art that includes singing?,"['enlightenment', 'communication', 'voices', 'controversy', 'pride']",communication,
6670,What is normally the first room as you enter your house?,"['master suite', 'bathroom', 'basement', 'rooms', 'living room']",living room,
6671,What is not a reason that you would want to be going for run?,"['pull muscle', 'breathlessness', 'better health', 'trip', 'losing weight']",breathlessness,
6672,What is not a safe way to transport jewelry on vacation?,"['suitcase', 'department store', 'safe deposit box', 'these twos are not safe way to transport jewellery', ""lady's boudoir""]",suitcase,
6673,What is not always found in a large volume?,"['collection of books', 'set of books', 'library', 'set of encylopedia', 'costco']",collection of books,
6674,What is often a side effect of traveling on the water?,"['seasickness', 'motion sickness', 'jet lag', 'diarrhea', 'fatigue']",motion sickness,
6675,What is often an outward expression of happiness?,"['love', 'laughter', 'spread', 'tears', 'limp']",laughter,
6676,What is often classified into periods?,"['school', 'end of line', 'end of sentence', 'history', 'a serving of cake']",history,
6677,What is often stirred up in a person when playing violin?,"['sadness', 'create music', 'making music', 'feelings', 'hunger']",feelings,
6678,What is often the function of ice?,"['cool water', 'cool drink', 'harm humans', 'become water', 'form crystals']",cool drink,
6679,What is often the purpose of a shopping basket?,"['grocery store', 'shop', 'carrying goods', 'to hold onto', 'supermarkets']",shop,
6680,What is often the result of having lunch too fast?,"['spending money', 'sickness', 'heartburn', 'low blood sugar', 'obesity']",heartburn,
6681,What is often true about secular holidays?,"['frequent', 'unpredictable', 'short term', 'time off work', 'eternal']",short term,
6682,What is on the base of a stack of cubes?,"['transistor', 'home plate', 'floor', 'box', 'vessel']",box,
6683,What is one fun result of farting?,"['bad smell', 'people laughing at', 'social ostracism', 'causing unpleasant odor', 'loud noise']",loud noise,
6684,What is one horrible thing exercise can contribute to preventing?,"['heart problems', 'tiredness', 'relaxation', 'heart attacks', 'good health']",heart attacks,
6685,What is one likely trying to find an answer for when something is broken?,"['question', 'wrong', 'problem', 'swear', 'confusion']",problem,
6686,What is one of the largest areas with lizards in it?,"['garden', 'south america', 'arctic', 'utah', 'new hampshire']",south america,
6687,What is one of the many hazards of traveling?,"['queasiness', 'diarrhea', 'exhilarating', 'motion sickness', 'going somewhere']",diarrhea,
6688,What is one word people use to describe puppies?,"['soft', 'kennel', 'very cute', 'cute', 'one choice for pet']",cute,
6689,What is our sun considered to be the center of?,"['universe', 'solar system', 'outer space', 'star', 'beans']",solar system,
6690,What is owned by a person and could have a second floor?,"['cave', 'school', 'two story building', 'hotel', 'house']",house,
6691,What is person probably feeling that plans on stopping being married to their spouse?,"['detachment', 'bankruptcy', 'sad', 'fights', 'wrong']",detachment,
6692,What is probably not built out of a wooden rod?,"['broom', 'broom closet', 'old clock', 'hardware store', 'old houses']",old houses,
6693,What is procreating too much likely to lead to?,"['having children', 'feeling good', 'food shortage', 'exhaustion', 'overpopulation']",overpopulation,
6694,What is rain a type of?,"['snow', 'disneyland', 'air', 'weather', 'forest']",weather,
6695,What is remembering ever answer on a test likely to show?,"['nostalgia', 'depression', 'problems', 'instruction', 'knowledge']",knowledge,
6696,What is required for an organism to continue living?,"['reproducing', 'eventually die', 'food consumed', 'growing older', 'money']",food consumed,
6697,What is required for someone to be chatting with friends?,"['going to school', 'phone', 'socialcapabilities', 'having friends', 'computer']",having friends,
6698,What is required for someone to win when competing against someone else in ball?,"['edge', 'skill', 'luck', 'challenge', 'desire to win']",skill,
6699,What is required to be good at driving cars?,"['have fun', 'concentrate', 'park', 'listen to radio', 'speeding']",concentrate,
6700,What is required to be good at playing tennis?,"['tennis racket', 'skill', 'competition', 'tennis court', 'legs']",skill,
6701,What is required to go on vacation before anything else?,"['pack', 'pay bills', 'save money', 'have money', 'reliable car']",have money,
6702,What is required when someone is typing?,"['think', 'nice keyboard', 'digital dexterity', 'speed', 'pressing keys']",pressing keys,
6703,What is served with dinner at a french restaurant?,"['montreal', 'quebec', 'manhattan', 'potpourri', 'wine']",wine,
6704,What is smaller than a country but larger than a city?,"['town', 'france', 'continent', 'state', 'metal']",state,
6705,What is someone beginning work they really want to do likely to feel?,"['working', 'stress', 'excitement', 'confusion', 'panic']",excitement,
6706,What is someone doing to the other party when hurting someone else?,"['causing pain', 'seek revenge', 'hurt feelings', 'relieve', 'sadness']",causing pain,
6707,What is someone having a hard time learning abut science likely to experience?,"['smiles', 'frustration', 'accidents', 'become happy', 'experiment']",frustration,
6708,What is someone likely hoping to gain from learning?,"['teacher', 'dysfunction', 'intelligence', 'know more', 'more knowledge']",more knowledge,
6709,What is someone likely the to feel the first day beginning work?,"['panic', 'excitement', 'stress', 'working', 'overthinking']",stress,
6710,What is someone likely to call a bazaar in the US?,"['asia', 'india', 'festival', 'arabia', 'istanbul']",festival,
6711,What is someone likely to do to someone accused of killing people they love?,"['go home', 'sadness', 'retaliation', 'remorse', 'going to jail']",retaliation,
6712,What is someone likely to do when trying to memorize something?,"['store data', 'repeat', 'concentrate', 'store data', 'awake']",concentrate,
6713,What is someone likely to experience after hurting someone else even if they are not caught?,"['jail time', 'sadness', 'will resent', 'bad karma', 'depression']",bad karma,
6714,What is someone likely to experience when having fun?,"['enjoyment', 'euphoria', 'excitement', 'crying', 'laughter']",enjoyment,
6715,What is someone likely to feel after killing someone?,"['horrible', 'funeral', 'remorse', 'going to jail', 'scared']",remorse,
6716,What is someone likely to feel after reaching a tentative agreement?,"['uncertainty', 'relax', 'satisfaction', 'compromises', 'finished']",satisfaction,
6717,What is someone likely to feel after receiving a gift that is not common?,"['special', 'personal', 'offended', 'unique', 'rare']",special,
6718,What is someone likely to feel after the act of procreating?,"['exhaustion', 'feeling good', 'having children', 'overpopulation', 'hair loss']",feeling good,
6719,What is someone likely to feel while going into a trance?,"['sleepwalking', 'memory loss', 'hypnotized', 'confusion', 'peacefulness']",peacefulness,
6720,What is someone likely to have after going into a trance?,"['mystical experience', 'confusion', 'sleepwalking', 'peacefulness', 'memory loss']",memory loss,
6721,What is someone looking for in a new mattress when returning one that had lots of rigidity?,"['ductility', 'empity', 'softness', 'flexibility', 'malleability']",softness,
6722,What is someone not bad at their work likely to be?,"['competent', 'beneficial', 'ugly', 'excellent', 'profitable']",competent,
6723,What is someone not legal to buy alcohol?,"['underage', 'banned', 'adult', 'rules', 'black market']",underage,
6724,What is someone trying to get by going to bed?,"['rest', 'making love', 'insomnia', 'gold', 'pregnancy']",rest,
6725,What is someone unintentionally hurting someone else but unable to stop likely to feel?,"['empowering', 'regret', 'despair', 'glee', 'sadness']",despair,
6726,What is someone watching a person who is playing guitar doing?,"['auditioning', 'hear sounds', 'listening to music', 'making music', 'arthritis']",listening to music,
6727,What is someone who enjoys to give assistance likely to do?,"['helpful', 'prepared', 'help one', 'willing to help', 'go home']",help one,
6728,What is someone who gets angry after getting drunk likely to participate in?,"['violence', 'falling down', 'vomiting', 'vomiting', 'lower standards']",violence,
6729,What is someone who is bad unlikely to be called?,"['delinquent', 'exceptional', 'advantageous', 'sufficient', 'virtuous']",virtuous,
6730,What is someone who wants a lot of money?,"['selfish', 'weird', 'greedy', 'ridiculous', 'hungry']",greedy,
6731,What is someone with courage in a surprising situation not likely to feel?,"['fight', 'shocked', 'humor', 'nervous', 'frightened']",frightened,
6732,What is something I need to avoid while playing ball?,"['competition', 'losing', 'injury', 'hitting the ball', 'having fun']",injury,
6733,What is something bad not likely to be to anyone?,"['profitable', 'beneficial', 'valued', 'competent', 'excellent']",beneficial,
6734,What is something bad unlikely to be to anyone?,"['exceptional', 'virtuous', 'advantageous', 'strength', 'sufficient']",advantageous,
6735,What is something children do at home that is very addictive?,"['draw', 'listen to music', 'play chess', 'play basketball', 'watch television']",watch television,
6736,What is something only humans can do?,"['hear sounds', 'drive cars', 'reproduce', 'make mistakes', 'excrete']",drive cars,
6737,What is something someone driving a car needs even to begin?,"['practice', 'feet', 'sight', 'keys', 'open car door']",sight,
6738,What is something that comes from your voice?,"['volume', 'loud', 'being heard', 'beautiful', 'sound']",sound,
6739,What is something that happens when you are learning about science?,"['testing', 'experiment', 'sense of wonder', 'intimidation', 'increased knowledge']",increased knowledge,
6740,What is something that isn't the main focus of a video?,"['peripheral', 'secondary', 'maintopmast', 'characters', 'minor']",peripheral,
6741,What is something that people could walk on and that could have a steel cable attached to it?,"['rowboat', 'ground', 'suspension bridge', 'ship', 'building']",suspension bridge,
6742,What is something that people do early in the day?,"['believe in god', 'make tools', 'skydive', 'smoke pot', 'eat eggs']",eat eggs,
6743,What is something that probably has a lot of testosterone and way too much alcohol?,"['beer', 'wine', 'restaurant', 'fraternity house', 'pub']",fraternity house,
6744,What is something that studios spend a lot of money on?,"['movies', 'pocket', 'trains', 'subway', 'carpet']",movies,
6745,What is something that the public can go to which involves a committee?,"['business', 'city council meeting', 'temple', 'office building', 'boardroom']",city council meeting,
6746,What is something that would become uninhabited if it did not have a queen?,"['castle', 'bee hive', 'beehive', 'england', 'a drag show.']",bee hive,
6747,What is something that you eat that has a heel?,"['foot', 'sandal', 'loaf of bread', 'shoe', 'boot']",loaf of bread,
6748,What is something that you feel when you go to the opera?,"['fall asleep', 'headache', 'boredom', 'relaxation', 'sick']",relaxation,
6749,What is something you do  in a bank?,"['make noise', 'have tea', 'make time', 'make payments', 'take time']",make payments,
6750,What is something you do at a concert?,"['make noise', 'make time', 'make payments', 'make hay', 'make peace']",make noise,
6751,What is something you do when you want to see someone?,"['make noise', 'make payments', 'make time', 'make a mess', 'take time']",make time,
6752,What is that lawyers are always doing while they were growing up?,"['sign documents', 'press charges', 'telling lies', 'settle disputes', 'keep quiet']",settle disputes,
6753,What is the base of a vase called?,"['transistor', 'vessel', 'box', 'pie', 'seabase']",vessel,
6754,What is the benefit of ships if there is no bridge available?,"['collide', 'carry people', 'cross river', 'sailors', 'bottom out']",cross river,
6755,What is the best course of action for a person to take if they want to get up early?,"['go to bed early', 'fix up alarm', 'go sleep early', 'dawn', 'ask spouse to wake']",go to bed early,
6756,What is the best place to store a pen?,"['office supply store', 'walmart', 'classroom', ""neighbor's house"", 'desk drawer']",desk drawer,
6757,What is the best thing teens can do right after school?,"['smoke', 'hang out', 'volunteer', 'homework', 'go to a movie']",homework,
6758,What is the best way to keep tomatoes fresh?,"['squashed', 'refrigerator', 'pizza', 'market', 'put somewhere']",refrigerator,
6759,What is the best way to learn new things from someoen else?,"['go to school', 'be tutored', 'study', 'fun', 'ask questions']",ask questions,
6760,What is the best way to release energy?,"['yell', 'think', 'exercise', 'rest', 'work off']",exercise,
6761,What is the best way to understand a theory better?,"['effort', 'thinking', 'knowledge of', 'time', 'singing']",thinking,
6762,What is the biggest group of people on the east coast where you will find skyscrapers?,"['new york city', 'big city', 'large city', 'metropolis', 'beach']",new york city,
6763,What is the biggest speech in the capital?,"['each state', 'gettysburg address', 'state of union', 'each country', 'europe']",state of union,
6764,What is the biological purpose of eating breakfast?,"['halitosis', 'fullness', 'overeating', 'gas', 'gain energy']",gain energy,
6765,What is the closest place to eat when you are not out on the town?,"['serving drinks', 'food court', 'shopping center', 'own house', 'downtown']",own house,
6766,What is the consequence of a long day of doing housework?,"['low pay', 'become tired', 'nice home', 'boredom', 'dizziness']",become tired,
6767,What is the definition of cogitating?,"['sit comfortably', 'think about things', 'might understand', 'enjoy', 'brain work']",think about things,
6768,What is the difference between one having solidity?,"['openness', 'fluidity', 'hollowness', 'weakness', 'instability']",openness,
6769,What is the easiest place for a human or another animal to live?,"['workplace', 'gravesite', 'shelter', 'interesting place', 'temperate climate']",temperate climate,
6770,What is the farmer's main goal?,"['farm land', 'beer cans', 'can produce', 'raise crops', 'seed plants']",raise crops,
6771,What is the fastest way to combat being cold?,"['light fire', 'drinks up', 'chop firewood', 'make patchwork quilt', 'get warm']",light fire,
6772,What is the final phase of a living being's life?,"['decay', 'respiration', 'death', 'growing older', 'sometimes bad']",death,
6773,What is the first thing a farmer must do to start a crop?,"['till the soil', 'plant seeds', 'produce food', 'farm land', 'grow corn']",plant seeds,
6774,What is the first thing a spouse might do when they get up early?,"['go to bed early', 'go sleep early', 'ask spouse to wake', 'get to bed early', 'wake up']",ask spouse to wake,
6775,What is the first thing someone does before planning to stay in bed?,"['bedsores', 'lay down', 'bed sores', 'sleep in', 'open the curtain']",lay down,
6776,What is the first thing two people do when they feel an attraction to each other?,"['flirt', 'love else', 'love another', 'hug', 'kiss']",flirt,
6777,What is the furthest emotion away from unhappy?,"['glad', 'joyful', 'happy', 'delighted', 'happy']",joyful,
6778,What is the goal for a student to improve in?,"['kindergarten class', 'kitchen', 'class room', 'every aspect of life', 'library']",every aspect of life,
6779,What is the goal of a poor person having food?,"['digesting', 'being full', 'will not starve', 'survive', 'getting fat']",will not starve,
6780,What is the goal of driving to work?,"['speeding ticket', 'use gas', 'go fast', 'anxiety', 'get to work']",get to work,
6781,What is the goal of most people playing games?,"['conquest', 'entertainment', 'winning', 'happiness', 'stress']",winning,
6782,What is the goal of someone planning to kill?,"['take life', 'or dies', 'feel remorse', 'shoot', 'murder']",take life,
6783,What is the goal of the activities of students?,"['pass exams', 'do well', 'amount to', 'better comprehension', 'read books']",better comprehension,
6784,What is the goal of working hard to achieve something?,"['concentration', 'complain', 'pay attention', 'focus', 'accomplishment']",accomplishment,
6785,What is the hope of going fishing?,"['getting food', 'wet clothes', 'getting drunk', 'catching fish', 'wetness']",catching fish,
6786,What is the hope of playing sports without competition?,"['running', 'have fun', 'balls touch', 'winning', 'get tired']",have fun,
6787,What is the intended biological function when a person has sex?,"['compliments', 'reproduce', 'sweating', 'talented', 'affluent']",reproduce,
6788,What is the large-sclae  general result of waging war?,"['death and destruction', 'killing people', 'defeat', 'people die', 'evil']",death and destruction,
6789,What is the largest group of books in North America?,"['desk', 'school house', 'library of congress', 'closet', 'classroom']",library of congress,
6790,What is the largest state with a coast in the US?,"['new york', 'florida', 'california', 'country', 'united states']",california,
6791,What is the last thing to do when replying to something?,"['give', 'send', 'email', 'question', 'mute']",send,
6792,What is the last thing you do before you start sleeping?,"['being animal', 'somersaults', 'tired', 'darkness', 'closing eyes']",closing eyes,
6793,What is the least aggressive way to show anger?,"['write letter', 'release energy', 'pass sentence', 'punch', 'broke leg']",write letter,
6794,What is the legal consequence of killing likely to be?,"['being imprisoned', 'no longer live', 'dies', 'fine', 'feeling of guilt']",being imprisoned,
6795,What is the likelihood of drowning when getting wet?,"['shrinking', 'feeling cold', 'become cold', 'cool off', 'could']",could,
6796,What is the likely end of bringing suit?,"['tensions', 'randomness', 'going to court', 'swimming', 'ruling']",ruling,
6797,What is the main goal of work outside of the home?,"['have fun', 'workhour', 'earn money', 'create', 'produce goods']",earn money,
6798,What is the main ingredient in any soup?,"['soup', 'ocean', 'puddle', 'chicken', 'glass']",soup,
6799,What is the main ingredient in making bread?,"['yeast', 'oven', 'flour', 'bread pan', 'kitchen light']",flour,
6800,What is the most common but not long lasting side effect of having a bath?,"['use of water', 'drowning', 'rash', 'wet skin', 'dry skin']",wet skin,
6801,What is the most likely feature of a cat that you can see in the dark?,"['eyes', 'litter of kittens', 'four legs', 'nose', 'flippers']",eyes,
6802,What is the name of a place where cargo is stored?,"['at sea', ""ship's hold"", 'aeroplane', 'airplane', 'boat']",ship's hold,
6803,What is the name of the government building that houses the U.S. Congress?,"['country', 'washington d.c', 'florida', 'democracy', 'capitol building']",capitol building,
6804,What is the natural instinct of someone not known as a fighter when filled with fear?,"['commit perjury', 'fight enemy', 'run', 'urinate', 'sing off-key']",run,
6805,What is the object with a point used for mountain climbing?,"['hat', 'arrowhead', 'needle', 'alpenstock', 'waterpoint']",alpenstock,
6806,What is the one thing you cannot do if you're on the move?,"['sit still', 'stationary', 'running', 'stand still', 'stay still']",stand still,
6807,What is the only was to recover from exhaustion?,"['mediate', 'have rest', 'stay in bed', 'run out of steam', 'go to sleep']",have rest,
6808,What is the opposite of a village?,"['rural area', 'africa', 'ohio', 'big city', 'tribe']",big city,
6809,What is the opposite of ambiguous?,"['clear', 'certain', 'distinct', 'blurry', 'explicit']",clear,
6810,What is the opposite of an odd number?,"['expected', 'even', 'irregular', 'habitual', 'regular']",even,
6811,What is the opposite of beautiful?,"['a witch', 'plain', 'homely', 'overcast', 'ugly']",homely,
6812,What is the opposite of being dead?,"['working', 'breathing', 'born', 'being', 'alive']",alive,
6813,What is the opposite of deep?,"['frivolous', 'shallow', 'high', 'light', 'funny']",high,
6814,What is the opposite of dissociate with someone?,"['fuse', 'unit', 'join', 'combine', 'incorporate']",join,
6815,What is the opposite of foolhardy?,"['thoughtful', 'discreet', 'calculated', 'cautious', 'careful']",thoughtful,
6816,What is the opposite of hands?,"['toes', 'body part', 'legs', 'feet', 'foot']",feet,
6817,What is the opposite of having fun?,"['playing around', 'activity', 'video games', 'effort', 'relaxing']",relaxing,
6818,What is the opposite of hosting a crowd?,"['few people', 'pay debts', 'individual', 'single person', 'small group']",few people,
6819,What is the opposite of hot?,"['freezing', 'lifeless', 'chilled', 'neutral', 'cold']",freezing,
6820,What is the opposite of little?,"['least', 'much', 'bog', 'lot of', 'big']",big,
6821,What is the opposite of ordinary?,"['strange', 'special', 'unbelievable', 'exceptional', 'weird']",exceptional,
6822,What is the opposite of pain?,"['feeling good', 'enjoyment', 'agony', 'pleasure', 'feel good']",pleasure,
6823,What is the opposite of progressive?,"['conservative', 'regressive', 'reactionary', 'stable', 'non progressive']",regressive,
6824,What is the opposite of remembering?,"['answering question', 'stopping to think', 'knowing', 'closing eyes', 'forgetting']",forgetting,
6825,What is the opposite of something being liken to something else?,"['discern', 'distinguish', 'metaphor', 'discriminate', 'contrast']",contrast,
6826,What is the opposite of to dignify someone?,"['humiliate', 'mortify', 'demean', 'demean', 'shame']",demean,
6827,What is the opposite of what will happen if you're lying constantly?,"['feeling guilty', 'confusion', 'unhappiness', 'good things', 'rewards']",good things,
6828,What is the outcome when two people are competing against each other?,"['encouraging', 'injury', 'frustration', 'one winner', 'pride']",one winner,
6829,What is the path of the earth around the sun called?,"['fotograph', 'orbit', 'tree', 'solar system', 'attraction']",orbit,
6830,What is the payment collected on a toll road designed to do to the condition of roads?,"['good repair', 'new jersey', 'eastern united states', 'connecticut', 'potholes']",good repair,
6831,What is the ping sent from a spam blog called?,"['ham', 'splurp', 'sping', 'splog', 'blam']",sping,
6832,What is the place teenagers hate to go to most but have the most incentive to attend?,"['fast food restaurant', 'mall', 'high school', 'job', 'nightclub']",high school,
6833,What is the primary duty of a chef?,"['manual', 'thin sauce', 'study french cooking', 'cook dinner', 'prepare food']",prepare food,
6834,What is the primary reason for visiting a shop?,"['spending of money', 'spend too much', 'purchasing', 'sell items', 'compare prices']",purchasing,
6835,What is the process of maintaining rosebushes in a lawn called?,"['cooking', 'landscaping', 'california', 'backyard', 'courtyard']",landscaping,
6836,What is the purpose of a basketball court?,"['city', 'use', 'los angeles', 'soccer', 'sports arena']",use,
6837,What is the purpose of a box in a supermarket?,"['hold stuff', 'store food', 'organize', 'hold things', 'store clothes']",store food,
6838,What is the purpose of a newspaper?,"['motivate', 'announce', 'inform', 'communicate', 'elongate']",inform,
6839,What is the purpose of drinking water?,"['swallow', 'headaches', 'hydration', 'hunger', 'vomiting']",hydration,
6840,What is the purpose of the cabin in an airplane?,"['crash', 'living', 'slow down', 'carry people', 'speed up']",carry people,
6841,What is the reason for having a gardener?,"['manicure the lawn', 'garden backyards', 'water plants', 'grow plants', 'pick flowers']",grow plants,
6842,What is the reason that playing games sometimes take on a more serious tone?,"['entertainment', 'forgetting', 'relaxation', 'competitiveness', 'happiness']",competitiveness,
6843,What is the responsibility of many an adult?,"['drink beer', 'drive train', 'sweeping the floor', 'work', 'marry']",work,
6844,What is the result of getting drunk?,"['intoxication', 'death', 'erections', 'hangover', 'being sick']",hangover,
6845,What is the result of having a lunch that is sizable?,"['give up', 'obesity', 'feeling satisfied', 'get sleepy', 'feel full']",feel full,
6846,What is the result of instituting civil action?,"['bad feelings', 'confusion', 'going to court', 'hurt feelings', 'sandwiches']",going to court,
6847,What is the result of kissing often?,"['arousal', 'pleasurable', 'being happy', 'feeling good', 'sexual excitement']",being happy,
6848,What is the result of more people getting in line?,"['anxiety', 'wait turn', 'late', 'longer lines', 'have to wait for']",longer lines,
6849,What is the result of reaching a tentative agreement?,"['communicate with', 'settlement', 'shake hands', 'celebration', 'part ways']",settlement,
6850,What is the usual reason people enjoy playing games?,"['entertainment', 'happiness', 'competitiveness', 'anger', 'winning']",entertainment,
6851,What is the way that couples like to have fun?,"['laughter', 'have sex', 'crying', 'spontaneous', 'enjoy yourself']",have sex,
6852,What is the world full of?,"['countries', 'thought', 'water', 'universe', 'galaxy']",countries,
6853,What is the world known to be a part of?,"['galaxy', 'solar system', 'universe', 'sky', 'space']",solar system,
6854,What is the worst outcome of an injury?,"['cause death', 'cause bleeding', 'falling down', 'become infected', 'claim insurance']",cause death,
6855,What is the worst part of playing games?,"['learning', 'happiness', 'competition', 'losing', 'fatigue']",losing,
6856,What is the worst result of smoking?,"['looking cool', 'lung disease', 'bad breath', 'pleasure', 'death']",death,
6857,What is the worst thing that someone can do while driving?,"['getting somewhere', 'use gas', 'doze off', 'listening others', 'speeding ticket']",doze off,
6858,What is the yellow color of the sun an example of?,"['english carrier', 'achromatic', 'courageous', 'bright', 'fearless']",achromatic,
6859,What is ti called when people at work get together to exchange information?,"['online', 'internet', 'break', 'meeting', 'manual']",meeting,
6860,What is typically the attitude of a child waiting for something?,"['wisdom', 'anxiety', 'impatience', 'tiredness', 'boredom']",impatience,
6861,What is typing a form of?,"['conversation', 'printed word', 'communicating', 'indeterminate', 'communication']",communication,
6862,What is used in a bathroom when towels aren't available to get water off your hads?,"['dryer', 'roof', 'swimming pool', 'gym', 'pants']",dryer,
6863,What is used just before leaving a barber shop?,"['water', 'comb', 'military base', 'seville', 'small town']",comb,
6864,What is used to make beans into a drink?,"['coffee', 'kitchen', 'food store', 'cooking pot', 'cooking']",cooking pot,
6865,What is usually a beautiful sound?,"['concert hall', 'chainsaw', 'movie', 'mouth', 'music']",music,
6866,What is usually next to a door?,"['apartment', 'office', 'wall', 'building', 'kitchen']",wall,
6867,What is usually the mood when chatting with friends?,"['love', 'social bonding', 'talkative', 'gathering of information', 'feel relaxed']",feel relaxed,
6868,What is usually the purpose of a vehicle?,"['receive damage', 'carry', 'slow down', 'running', 'travel']",travel,
6869,What is usually too small for a cat to fit into?,"['american home', 'barn', 'paper bag', 'bed', 'own home']",paper bag,
6870,What is waging war often considered to be?,"['suffering', 'killing people', 'people dying', 'evil', 'a party']",evil,
6871,What is water rapids that are choppy considered?,"['blue', 'dangerous', 'surface of earth', 'shaky', 'important']",dangerous,
6872,What is water to someone?,"['dangerous', 'blue', 'toxic', 'important', 'surface of earth']",important,
6873,What is writing a form of?,"['communication', 'listening', 'carpal tunnel syndrome', 'revolutions', ""writer's cramp""]",communication,
6874,What item does the fork belong on?,"['plate', 'video game', 'kitchen drawer', 'table', 'road']",plate,
